 lhe rhe LE MiPf LLPf RLPf LMPf RMPf LDFr RDFr LMFr RMFr LLFr RLFr LMCe RMCe LDCe RDCe MiCe MiPa LLTe RLTe LDPa RDPa LLOc RLOc LMOc RMOc MiOc A2 
F00 0.128624541024453 0.0804260925141135 -0.0609477129716919 -0.22327089719183 -0.0234294168065942 0.0122290255483334 0.0805136753125456 0.0273276471850814 -0.399266765904908 0.107611399006595 0.0757114542876864 -0.0784284587479167 0.0290626792992598 -0.0741593769011436 -0.0624531443355215 -0.544947130980706 0.0394891755562621 -0.0345737472082482 1.61319008781106 -1.09565564189802 0.842033949529097 0.347988817887389 -0.619451618276614 0.0976448192738331 -0.074367098076914 0.158819805181469 0.937250421876544 0.0963157364912879 -0.546983980450038 -0.118540453316476 
F01 -0.0536059475071981 0.0307701819597266 -0.0304176311248287 -0.0182802357327991 -0.0120153389913896 0.00901006558704002 -0.135557062195063 0.0337752591078518 -0.0823810698356482 0.0822105136727084 0.0815341862486112 -0.031621820265303 0.0319484302974609 -0.0641487183432703 0.0491011584841201 -0.0451098732690283 0.111751042775975 -0.0481813801471027 -0.00317222555420188 -0.173002881438163 1.26263664747559 -0.152213287796913 -0.790125043248792 0.227630180695094 -0.498250219523853 0.00529367425419329 0.441510121012464 -0.0388082408637666 0.0741037431870678 -0.0329856498775581 
F02 0.0158472940888845 0.00946591478664366 4.37686003886812e-05 -0.024687104217069 0.00222547656703841 0.00223559525487153 0.0151889882805678 0.0200420608067306 0.050079757457465 0.0174049026721063 -0.0885769726724853 -0.0111690793558761 0.0173686529060407 0.00142701781585077 0.0216167455160283 -0.0198460636009153 -0.0263409058335344 -0.0330692123095171 -0.082989538318413 0.296473074133692 0.13316869500856 0.0329809451679725 0.0680939255518004 0.117685287831992 0.183601264619018 -0.290654453381194 -0.640855923069346 -0.0298078929341425 0.484022445257992 0.00148642229761371 
F03 0.00396636642339082 0.00417069287761355 -0.000149576204930105 -0.0131178551027472 0.000775462079687331 0.000812626682939504 -0.00362807460171993 -0.00488240263867017 0.0172908033361859 0.026826275045135 0.016482708842859 -0.0273974632815755 0.00400715107174553 0.00671601625482475 -0.0680305521603767 0.149805194577065 -0.0191278803744842 0.080045233172655 -0.0733926023908489 0.132327518300386 0.0993462687569165 -0.0642151950850551 0.14244899595457 -0.453943864012779 -0.253511903505391 0.442793106834033 -0.058972599699571 -0.0900799902636218 0.119285864058902 -0.0194284469808192 
F04 -0.149920014320831 -0.0286216493522914 0.215402080688189 -0.25255190726173 -0.000179702601998306 0.00596106286626419 0.119352873865039 0.099190808291273 -0.0308512342226391 0.0268028446065089 0.0216740034988118 -0.0294649892718751 0.0226269279530814 0.0136111364177688 -0.0511730256624745 0.0125677960867366 0.0225559678412524 -0.0395457456426622 -0.0198763466120831 0.0240673552030346 -0.00364946718963682 0.0102127058068086 0.0292069193621126 0.023296965573518 -0.0134437598966819 -0.00785661005068627 -0.012130031905038 -0.022526219596252 0.0183001086229914 -0.0090286874827477 
F05 -0.1766608182991 -0.115928439684243 0.279752701803279 0.580071183960148 -0.0163932579519723 -0.0205243159611662 -0.231744149958574 -0.235745615066136 0.0525775961457364 -0.0185293427425006 -0.146161618862807 0.0760881562788575 -0.0159206844715621 -0.0141547939621791 0.0320134833684424 0.00475995041719183 0.066957815964189 0.0267349838910562 0.0604755817397427 -0.0770650068597795 0.100109893529989 0.0144182494398545 -0.113599189709102 -0.004191033397605 -0.00237680090195172 0.0129916873081248 0.0872747965661957 0.0398789474247419 -0.0651199730878619 -0.0392400751334513 
F06 0.00718303870290165 0.009157049561155 0.00104779650645963 -0.00103481708520518 -0.000119557610976395 0.00263554433153248 -0.0168076768242982 -0.0098697121303477 -0.00654718103592784 0.0345633833731668 0.116082002095138 -0.00933223131693186 -0.00115683321323458 0.00294577364968815 -0.055605573991453 -0.00200111211630198 0.0194080874721985 0.00814356051729214 -0.112103759121447 0.216720708639096 -0.0785799478150128 -0.128946552075434 -0.0820678560175142 -0.135413229639677 0.469570623375372 0.369232953139007 -0.199537634288872 0.0250371944917706 -0.465052873952016 0.0149136200470364 
F07 -0.0860109908838129 0.00300224106653349 0.00885847079705657 -0.177519642191879 0.0621957461295772 0.00811778551686135 -0.0158986633649969 -0.04217112169235 0.793981587648562 -0.0790308994608938 -0.106691601393757 -0.0628280091255322 0.0193471576459412 0.0171495283586403 0.00668919575538638 -0.0256575619050247 -0.352073471055185 0.0373330130015359 -0.138556608283743 0.104850821361949 -0.0648340595993825 0.0452429741635754 0.172276051305966 0.0114460719642471 0.0233170291466919 -0.00764163566926689 -0.106115840778566 -2.24962455084704e-05 -0.0149830349604497 -0.00875292090156691 
F08 0.209332206998418 -0.189129248099357 -0.00386889062256056 -0.0571602695974628 -0.00258222368001716 0.00547726058968902 0.0236690690729782 0.0331995512147878 -0.0300800480862461 -0.015650369400228 0.00954667328566898 -0.00318015241215611 -0.0587820583446548 0.0970227498496535 -0.0105263588358689 -0.0295361894587577 0.00599529914226829 -0.0195192669263141 0.0186421002209522 0.0171902578311069 -0.0626679559542236 0.0249130794763917 0.0357235644030764 -0.000547808208992346 0.0234367003357491 -0.0142402198404445 -0.0221231820981498 0.0029978328757163 0.00409366652702819 0.0234847142027442 
F09 0.017322021440954 -0.00309460457619994 -0.00449488772736184 0.0111333372600387 -0.00531474595438473 -0.000230059828311039 0.00580964697625548 -0.00925388672164498 -0.076166223628579 0.000129091684920299 0.0711631818071166 -0.00835004889489325 0.0014830357335329 0.0178678659950263 0.0162038061849029 -0.110012692293326 0.024083755330854 0.0570906777307506 0.133384395865272 -0.557785084562146 0.0402876064212141 -0.0129493595913573 -0.410866519269 -0.0285593123156749 -0.112725717615406 0.028022310359858 1.1005957089616 0.000662401730758499 -0.165221997451505 -0.00715637929080435 
