Subject	Item	word_pos	electrode	my_in
v1_CYOCM	1	1	lhe	1
v1_CYOCM	1	1	rhe	1
v1_CYOCM	1	1	LE	1
v1_CYOCM	1	1	MiPf	1
v1_CYOCM	1	1	LLPf	1
v1_CYOCM	1	1	RLPf	1
v1_CYOCM	1	1	LMPf	1
v1_CYOCM	1	1	RMPf	1
v1_CYOCM	1	1	LDFr	1
v1_CYOCM	1	1	RDFr	1
v1_CYOCM	1	1	LMFr	1
v1_CYOCM	1	1	RMFr	1
v1_CYOCM	1	1	LLFr	1
v1_CYOCM	1	1	RLFr	1
v1_CYOCM	1	1	LMCe	1
v1_CYOCM	1	1	RMCe	1
v1_CYOCM	1	1	LDCe	1
v1_CYOCM	1	1	RDCe	1
v1_CYOCM	1	1	MiCe	1
v1_CYOCM	1	1	MiPa	1
v1_CYOCM	1	1	LLTe	1
v1_CYOCM	1	1	RLTe	1
v1_CYOCM	1	1	LDPa	1
v1_CYOCM	1	1	RDPa	1
v1_CYOCM	1	1	LLOc	1
v1_CYOCM	1	1	RLOc	1
v1_CYOCM	1	1	LMOc	1
v1_CYOCM	1	1	RMOc	1
v1_CYOCM	1	1	MiOc	1
v1_CYOCM	1	1	A2	1
v1_CYOCM	100	1	lhe	1
v1_CYOCM	100	1	rhe	1
v1_CYOCM	100	1	LE	1
v1_CYOCM	100	1	MiPf	1
v1_CYOCM	100	1	LLPf	1
v1_CYOCM	100	1	RLPf	1
v1_CYOCM	100	1	LMPf	1
v1_CYOCM	100	1	RMPf	1
v1_CYOCM	100	1	LDFr	1
v1_CYOCM	100	1	RDFr	1
v1_CYOCM	100	1	LMFr	1
v1_CYOCM	100	1	RMFr	1
v1_CYOCM	100	1	LLFr	1
v1_CYOCM	100	1	RLFr	1
v1_CYOCM	100	1	LMCe	1
v1_CYOCM	100	1	RMCe	1
v1_CYOCM	100	1	LDCe	1
v1_CYOCM	100	1	RDCe	1
v1_CYOCM	100	1	MiCe	1
v1_CYOCM	100	1	MiPa	1
v1_CYOCM	100	1	LLTe	1
v1_CYOCM	100	1	RLTe	1
v1_CYOCM	100	1	LDPa	1
v1_CYOCM	100	1	RDPa	1
v1_CYOCM	100	1	LLOc	1
v1_CYOCM	100	1	RLOc	1
v1_CYOCM	100	1	LMOc	1
v1_CYOCM	100	1	RMOc	1
v1_CYOCM	100	1	MiOc	1
v1_CYOCM	100	1	A2	1
v1_CYOCM	102	1	lhe	1
v1_CYOCM	102	1	rhe	1
v1_CYOCM	102	1	LE	1
v1_CYOCM	102	1	MiPf	1
v1_CYOCM	102	1	LLPf	1
v1_CYOCM	102	1	RLPf	1
v1_CYOCM	102	1	LMPf	1
v1_CYOCM	102	1	RMPf	1
v1_CYOCM	102	1	LDFr	1
v1_CYOCM	102	1	RDFr	1
v1_CYOCM	102	1	LMFr	1
v1_CYOCM	102	1	RMFr	1
v1_CYOCM	102	1	LLFr	1
v1_CYOCM	102	1	RLFr	1
v1_CYOCM	102	1	LMCe	1
v1_CYOCM	102	1	RMCe	1
v1_CYOCM	102	1	LDCe	1
v1_CYOCM	102	1	RDCe	1
v1_CYOCM	102	1	MiCe	1
v1_CYOCM	102	1	MiPa	1
v1_CYOCM	102	1	LLTe	1
v1_CYOCM	102	1	RLTe	1
v1_CYOCM	102	1	LDPa	1
v1_CYOCM	102	1	RDPa	1
v1_CYOCM	102	1	LLOc	1
v1_CYOCM	102	1	RLOc	1
v1_CYOCM	102	1	LMOc	1
v1_CYOCM	102	1	RMOc	1
v1_CYOCM	102	1	MiOc	1
v1_CYOCM	102	1	A2	1
v1_CYOCM	104	1	lhe	1
v1_CYOCM	104	1	rhe	1
v1_CYOCM	104	1	LE	1
v1_CYOCM	104	1	MiPf	1
v1_CYOCM	104	1	LLPf	1
v1_CYOCM	104	1	RLPf	1
v1_CYOCM	104	1	LMPf	1
v1_CYOCM	104	1	RMPf	1
v1_CYOCM	104	1	LDFr	1
v1_CYOCM	104	1	RDFr	1
v1_CYOCM	104	1	LMFr	1
v1_CYOCM	104	1	RMFr	1
v1_CYOCM	104	1	LLFr	1
v1_CYOCM	104	1	RLFr	1
v1_CYOCM	104	1	LMCe	1
v1_CYOCM	104	1	RMCe	1
v1_CYOCM	104	1	LDCe	1
v1_CYOCM	104	1	RDCe	1
v1_CYOCM	104	1	MiCe	1
v1_CYOCM	104	1	MiPa	1
v1_CYOCM	104	1	LLTe	1
v1_CYOCM	104	1	RLTe	1
v1_CYOCM	104	1	LDPa	1
v1_CYOCM	104	1	RDPa	1
v1_CYOCM	104	1	LLOc	1
v1_CYOCM	104	1	RLOc	1
v1_CYOCM	104	1	LMOc	1
v1_CYOCM	104	1	RMOc	1
v1_CYOCM	104	1	MiOc	1
v1_CYOCM	104	1	A2	1
v1_CYOCM	105	1	lhe	1
v1_CYOCM	105	1	rhe	1
v1_CYOCM	105	1	LE	1
v1_CYOCM	105	1	MiPf	1
v1_CYOCM	105	1	LLPf	1
v1_CYOCM	105	1	RLPf	1
v1_CYOCM	105	1	LMPf	1
v1_CYOCM	105	1	RMPf	1
v1_CYOCM	105	1	LDFr	1
v1_CYOCM	105	1	RDFr	1
v1_CYOCM	105	1	LMFr	1
v1_CYOCM	105	1	RMFr	1
v1_CYOCM	105	1	LLFr	1
v1_CYOCM	105	1	RLFr	1
v1_CYOCM	105	1	LMCe	1
v1_CYOCM	105	1	RMCe	1
v1_CYOCM	105	1	LDCe	1
v1_CYOCM	105	1	RDCe	1
v1_CYOCM	105	1	MiCe	1
v1_CYOCM	105	1	MiPa	1
v1_CYOCM	105	1	LLTe	1
v1_CYOCM	105	1	RLTe	1
v1_CYOCM	105	1	LDPa	1
v1_CYOCM	105	1	RDPa	1
v1_CYOCM	105	1	LLOc	1
v1_CYOCM	105	1	RLOc	1
v1_CYOCM	105	1	LMOc	1
v1_CYOCM	105	1	RMOc	1
v1_CYOCM	105	1	MiOc	0
v1_CYOCM	105	1	A2	1
v1_CYOCM	106	1	lhe	1
v1_CYOCM	106	1	rhe	1
v1_CYOCM	106	1	LE	1
v1_CYOCM	106	1	MiPf	1
v1_CYOCM	106	1	LLPf	1
v1_CYOCM	106	1	RLPf	1
v1_CYOCM	106	1	LMPf	1
v1_CYOCM	106	1	RMPf	1
v1_CYOCM	106	1	LDFr	1
v1_CYOCM	106	1	RDFr	1
v1_CYOCM	106	1	LMFr	1
v1_CYOCM	106	1	RMFr	1
v1_CYOCM	106	1	LLFr	1
v1_CYOCM	106	1	RLFr	1
v1_CYOCM	106	1	LMCe	1
v1_CYOCM	106	1	RMCe	1
v1_CYOCM	106	1	LDCe	1
v1_CYOCM	106	1	RDCe	1
v1_CYOCM	106	1	MiCe	1
v1_CYOCM	106	1	MiPa	1
v1_CYOCM	106	1	LLTe	1
v1_CYOCM	106	1	RLTe	1
v1_CYOCM	106	1	LDPa	1
v1_CYOCM	106	1	RDPa	1
v1_CYOCM	106	1	LLOc	1
v1_CYOCM	106	1	RLOc	1
v1_CYOCM	106	1	LMOc	1
v1_CYOCM	106	1	RMOc	1
v1_CYOCM	106	1	MiOc	1
v1_CYOCM	106	1	A2	1
v1_CYOCM	109	1	lhe	1
v1_CYOCM	109	1	rhe	1
v1_CYOCM	109	1	LE	1
v1_CYOCM	109	1	MiPf	1
v1_CYOCM	109	1	LLPf	1
v1_CYOCM	109	1	RLPf	1
v1_CYOCM	109	1	LMPf	1
v1_CYOCM	109	1	RMPf	1
v1_CYOCM	109	1	LDFr	1
v1_CYOCM	109	1	RDFr	1
v1_CYOCM	109	1	LMFr	1
v1_CYOCM	109	1	RMFr	1
v1_CYOCM	109	1	LLFr	1
v1_CYOCM	109	1	RLFr	1
v1_CYOCM	109	1	LMCe	1
v1_CYOCM	109	1	RMCe	1
v1_CYOCM	109	1	LDCe	1
v1_CYOCM	109	1	RDCe	1
v1_CYOCM	109	1	MiCe	1
v1_CYOCM	109	1	MiPa	1
v1_CYOCM	109	1	LLTe	1
v1_CYOCM	109	1	RLTe	1
v1_CYOCM	109	1	LDPa	1
v1_CYOCM	109	1	RDPa	1
v1_CYOCM	109	1	LLOc	1
v1_CYOCM	109	1	RLOc	1
v1_CYOCM	109	1	LMOc	1
v1_CYOCM	109	1	RMOc	1
v1_CYOCM	109	1	MiOc	1
v1_CYOCM	109	1	A2	1
v1_CYOCM	110	1	lhe	1
v1_CYOCM	110	1	rhe	1
v1_CYOCM	110	1	LE	1
v1_CYOCM	110	1	MiPf	1
v1_CYOCM	110	1	LLPf	1
v1_CYOCM	110	1	RLPf	1
v1_CYOCM	110	1	LMPf	1
v1_CYOCM	110	1	RMPf	1
v1_CYOCM	110	1	LDFr	1
v1_CYOCM	110	1	RDFr	1
v1_CYOCM	110	1	LMFr	1
v1_CYOCM	110	1	RMFr	1
v1_CYOCM	110	1	LLFr	1
v1_CYOCM	110	1	RLFr	1
v1_CYOCM	110	1	LMCe	1
v1_CYOCM	110	1	RMCe	1
v1_CYOCM	110	1	LDCe	1
v1_CYOCM	110	1	RDCe	1
v1_CYOCM	110	1	MiCe	1
v1_CYOCM	110	1	MiPa	1
v1_CYOCM	110	1	LLTe	1
v1_CYOCM	110	1	RLTe	1
v1_CYOCM	110	1	LDPa	1
v1_CYOCM	110	1	RDPa	1
v1_CYOCM	110	1	LLOc	1
v1_CYOCM	110	1	RLOc	1
v1_CYOCM	110	1	LMOc	1
v1_CYOCM	110	1	RMOc	1
v1_CYOCM	110	1	MiOc	1
v1_CYOCM	110	1	A2	1
v1_CYOCM	112	1	lhe	1
v1_CYOCM	112	1	rhe	1
v1_CYOCM	112	1	LE	1
v1_CYOCM	112	1	MiPf	1
v1_CYOCM	112	1	LLPf	1
v1_CYOCM	112	1	RLPf	1
v1_CYOCM	112	1	LMPf	1
v1_CYOCM	112	1	RMPf	1
v1_CYOCM	112	1	LDFr	1
v1_CYOCM	112	1	RDFr	1
v1_CYOCM	112	1	LMFr	1
v1_CYOCM	112	1	RMFr	1
v1_CYOCM	112	1	LLFr	1
v1_CYOCM	112	1	RLFr	1
v1_CYOCM	112	1	LMCe	1
v1_CYOCM	112	1	RMCe	1
v1_CYOCM	112	1	LDCe	1
v1_CYOCM	112	1	RDCe	1
v1_CYOCM	112	1	MiCe	1
v1_CYOCM	112	1	MiPa	0
v1_CYOCM	112	1	LLTe	1
v1_CYOCM	112	1	RLTe	1
v1_CYOCM	112	1	LDPa	1
v1_CYOCM	112	1	RDPa	0
v1_CYOCM	112	1	LLOc	0
v1_CYOCM	112	1	RLOc	1
v1_CYOCM	112	1	LMOc	1
v1_CYOCM	112	1	RMOc	1
v1_CYOCM	112	1	MiOc	1
v1_CYOCM	112	1	A2	1
v1_CYOCM	113	1	lhe	1
v1_CYOCM	113	1	rhe	1
v1_CYOCM	113	1	LE	1
v1_CYOCM	113	1	MiPf	1
v1_CYOCM	113	1	LLPf	1
v1_CYOCM	113	1	RLPf	1
v1_CYOCM	113	1	LMPf	1
v1_CYOCM	113	1	RMPf	1
v1_CYOCM	113	1	LDFr	1
v1_CYOCM	113	1	RDFr	1
v1_CYOCM	113	1	LMFr	1
v1_CYOCM	113	1	RMFr	1
v1_CYOCM	113	1	LLFr	1
v1_CYOCM	113	1	RLFr	1
v1_CYOCM	113	1	LMCe	1
v1_CYOCM	113	1	RMCe	1
v1_CYOCM	113	1	LDCe	1
v1_CYOCM	113	1	RDCe	1
v1_CYOCM	113	1	MiCe	1
v1_CYOCM	113	1	MiPa	1
v1_CYOCM	113	1	LLTe	1
v1_CYOCM	113	1	RLTe	1
v1_CYOCM	113	1	LDPa	1
v1_CYOCM	113	1	RDPa	1
v1_CYOCM	113	1	LLOc	1
v1_CYOCM	113	1	RLOc	1
v1_CYOCM	113	1	LMOc	1
v1_CYOCM	113	1	RMOc	1
v1_CYOCM	113	1	MiOc	1
v1_CYOCM	113	1	A2	1
v1_CYOCM	116	1	lhe	1
v1_CYOCM	116	1	rhe	1
v1_CYOCM	116	1	LE	1
v1_CYOCM	116	1	MiPf	1
v1_CYOCM	116	1	LLPf	1
v1_CYOCM	116	1	RLPf	1
v1_CYOCM	116	1	LMPf	1
v1_CYOCM	116	1	RMPf	1
v1_CYOCM	116	1	LDFr	1
v1_CYOCM	116	1	RDFr	1
v1_CYOCM	116	1	LMFr	1
v1_CYOCM	116	1	RMFr	1
v1_CYOCM	116	1	LLFr	1
v1_CYOCM	116	1	RLFr	1
v1_CYOCM	116	1	LMCe	1
v1_CYOCM	116	1	RMCe	1
v1_CYOCM	116	1	LDCe	1
v1_CYOCM	116	1	RDCe	1
v1_CYOCM	116	1	MiCe	1
v1_CYOCM	116	1	MiPa	1
v1_CYOCM	116	1	LLTe	1
v1_CYOCM	116	1	RLTe	1
v1_CYOCM	116	1	LDPa	1
v1_CYOCM	116	1	RDPa	1
v1_CYOCM	116	1	LLOc	1
v1_CYOCM	116	1	RLOc	1
v1_CYOCM	116	1	LMOc	1
v1_CYOCM	116	1	RMOc	0
v1_CYOCM	116	1	MiOc	1
v1_CYOCM	116	1	A2	1
v1_CYOCM	119	1	lhe	1
v1_CYOCM	119	1	rhe	1
v1_CYOCM	119	1	LE	1
v1_CYOCM	119	1	MiPf	1
v1_CYOCM	119	1	LLPf	0
v1_CYOCM	119	1	RLPf	1
v1_CYOCM	119	1	LMPf	0
v1_CYOCM	119	1	RMPf	1
v1_CYOCM	119	1	LDFr	0
v1_CYOCM	119	1	RDFr	1
v1_CYOCM	119	1	LMFr	0
v1_CYOCM	119	1	RMFr	1
v1_CYOCM	119	1	LLFr	1
v1_CYOCM	119	1	RLFr	1
v1_CYOCM	119	1	LMCe	1
v1_CYOCM	119	1	RMCe	1
v1_CYOCM	119	1	LDCe	1
v1_CYOCM	119	1	RDCe	1
v1_CYOCM	119	1	MiCe	1
v1_CYOCM	119	1	MiPa	1
v1_CYOCM	119	1	LLTe	1
v1_CYOCM	119	1	RLTe	1
v1_CYOCM	119	1	LDPa	1
v1_CYOCM	119	1	RDPa	1
v1_CYOCM	119	1	LLOc	1
v1_CYOCM	119	1	RLOc	1
v1_CYOCM	119	1	LMOc	1
v1_CYOCM	119	1	RMOc	1
v1_CYOCM	119	1	MiOc	1
v1_CYOCM	119	1	A2	1
v1_CYOCM	12	1	lhe	1
v1_CYOCM	12	1	rhe	1
v1_CYOCM	12	1	LE	1
v1_CYOCM	12	1	MiPf	1
v1_CYOCM	12	1	LLPf	1
v1_CYOCM	12	1	RLPf	1
v1_CYOCM	12	1	LMPf	1
v1_CYOCM	12	1	RMPf	1
v1_CYOCM	12	1	LDFr	1
v1_CYOCM	12	1	RDFr	1
v1_CYOCM	12	1	LMFr	1
v1_CYOCM	12	1	RMFr	1
v1_CYOCM	12	1	LLFr	1
v1_CYOCM	12	1	RLFr	1
v1_CYOCM	12	1	LMCe	1
v1_CYOCM	12	1	RMCe	1
v1_CYOCM	12	1	LDCe	1
v1_CYOCM	12	1	RDCe	1
v1_CYOCM	12	1	MiCe	1
v1_CYOCM	12	1	MiPa	1
v1_CYOCM	12	1	LLTe	1
v1_CYOCM	12	1	RLTe	1
v1_CYOCM	12	1	LDPa	1
v1_CYOCM	12	1	RDPa	1
v1_CYOCM	12	1	LLOc	1
v1_CYOCM	12	1	RLOc	1
v1_CYOCM	12	1	LMOc	1
v1_CYOCM	12	1	RMOc	1
v1_CYOCM	12	1	MiOc	1
v1_CYOCM	12	1	A2	1
v1_CYOCM	121	1	lhe	1
v1_CYOCM	121	1	rhe	1
v1_CYOCM	121	1	LE	1
v1_CYOCM	121	1	MiPf	1
v1_CYOCM	121	1	LLPf	1
v1_CYOCM	121	1	RLPf	1
v1_CYOCM	121	1	LMPf	1
v1_CYOCM	121	1	RMPf	1
v1_CYOCM	121	1	LDFr	1
v1_CYOCM	121	1	RDFr	1
v1_CYOCM	121	1	LMFr	1
v1_CYOCM	121	1	RMFr	1
v1_CYOCM	121	1	LLFr	1
v1_CYOCM	121	1	RLFr	1
v1_CYOCM	121	1	LMCe	1
v1_CYOCM	121	1	RMCe	1
v1_CYOCM	121	1	LDCe	1
v1_CYOCM	121	1	RDCe	1
v1_CYOCM	121	1	MiCe	1
v1_CYOCM	121	1	MiPa	1
v1_CYOCM	121	1	LLTe	1
v1_CYOCM	121	1	RLTe	1
v1_CYOCM	121	1	LDPa	1
v1_CYOCM	121	1	RDPa	1
v1_CYOCM	121	1	LLOc	1
v1_CYOCM	121	1	RLOc	1
v1_CYOCM	121	1	LMOc	1
v1_CYOCM	121	1	RMOc	1
v1_CYOCM	121	1	MiOc	1
v1_CYOCM	121	1	A2	1
v1_CYOCM	123	1	lhe	1
v1_CYOCM	123	1	rhe	1
v1_CYOCM	123	1	LE	1
v1_CYOCM	123	1	MiPf	1
v1_CYOCM	123	1	LLPf	1
v1_CYOCM	123	1	RLPf	1
v1_CYOCM	123	1	LMPf	1
v1_CYOCM	123	1	RMPf	1
v1_CYOCM	123	1	LDFr	1
v1_CYOCM	123	1	RDFr	1
v1_CYOCM	123	1	LMFr	1
v1_CYOCM	123	1	RMFr	1
v1_CYOCM	123	1	LLFr	1
v1_CYOCM	123	1	RLFr	1
v1_CYOCM	123	1	LMCe	1
v1_CYOCM	123	1	RMCe	1
v1_CYOCM	123	1	LDCe	1
v1_CYOCM	123	1	RDCe	1
v1_CYOCM	123	1	MiCe	1
v1_CYOCM	123	1	MiPa	1
v1_CYOCM	123	1	LLTe	1
v1_CYOCM	123	1	RLTe	1
v1_CYOCM	123	1	LDPa	1
v1_CYOCM	123	1	RDPa	1
v1_CYOCM	123	1	LLOc	1
v1_CYOCM	123	1	RLOc	1
v1_CYOCM	123	1	LMOc	1
v1_CYOCM	123	1	RMOc	1
v1_CYOCM	123	1	MiOc	1
v1_CYOCM	123	1	A2	1
v1_CYOCM	124	1	lhe	0
v1_CYOCM	124	1	rhe	0
v1_CYOCM	124	1	LE	0
v1_CYOCM	124	1	MiPf	0
v1_CYOCM	124	1	LLPf	0
v1_CYOCM	124	1	RLPf	0
v1_CYOCM	124	1	LMPf	0
v1_CYOCM	124	1	RMPf	0
v1_CYOCM	124	1	LDFr	0
v1_CYOCM	124	1	RDFr	0
v1_CYOCM	124	1	LMFr	0
v1_CYOCM	124	1	RMFr	0
v1_CYOCM	124	1	LLFr	0
v1_CYOCM	124	1	RLFr	0
v1_CYOCM	124	1	LMCe	0
v1_CYOCM	124	1	RMCe	0
v1_CYOCM	124	1	LDCe	0
v1_CYOCM	124	1	RDCe	0
v1_CYOCM	124	1	MiCe	0
v1_CYOCM	124	1	MiPa	0
v1_CYOCM	124	1	LLTe	0
v1_CYOCM	124	1	RLTe	0
v1_CYOCM	124	1	LDPa	0
v1_CYOCM	124	1	RDPa	0
v1_CYOCM	124	1	LLOc	0
v1_CYOCM	124	1	RLOc	0
v1_CYOCM	124	1	LMOc	0
v1_CYOCM	124	1	RMOc	0
v1_CYOCM	124	1	MiOc	0
v1_CYOCM	124	1	A2	0
v1_CYOCM	128	1	lhe	1
v1_CYOCM	128	1	rhe	1
v1_CYOCM	128	1	LE	1
v1_CYOCM	128	1	MiPf	1
v1_CYOCM	128	1	LLPf	1
v1_CYOCM	128	1	RLPf	1
v1_CYOCM	128	1	LMPf	1
v1_CYOCM	128	1	RMPf	1
v1_CYOCM	128	1	LDFr	1
v1_CYOCM	128	1	RDFr	1
v1_CYOCM	128	1	LMFr	1
v1_CYOCM	128	1	RMFr	1
v1_CYOCM	128	1	LLFr	1
v1_CYOCM	128	1	RLFr	1
v1_CYOCM	128	1	LMCe	1
v1_CYOCM	128	1	RMCe	1
v1_CYOCM	128	1	LDCe	1
v1_CYOCM	128	1	RDCe	1
v1_CYOCM	128	1	MiCe	1
v1_CYOCM	128	1	MiPa	1
v1_CYOCM	128	1	LLTe	1
v1_CYOCM	128	1	RLTe	1
v1_CYOCM	128	1	LDPa	1
v1_CYOCM	128	1	RDPa	1
v1_CYOCM	128	1	LLOc	1
v1_CYOCM	128	1	RLOc	1
v1_CYOCM	128	1	LMOc	1
v1_CYOCM	128	1	RMOc	1
v1_CYOCM	128	1	MiOc	1
v1_CYOCM	128	1	A2	1
v1_CYOCM	13	1	lhe	1
v1_CYOCM	13	1	rhe	1
v1_CYOCM	13	1	LE	1
v1_CYOCM	13	1	MiPf	1
v1_CYOCM	13	1	LLPf	1
v1_CYOCM	13	1	RLPf	1
v1_CYOCM	13	1	LMPf	1
v1_CYOCM	13	1	RMPf	1
v1_CYOCM	13	1	LDFr	1
v1_CYOCM	13	1	RDFr	1
v1_CYOCM	13	1	LMFr	1
v1_CYOCM	13	1	RMFr	1
v1_CYOCM	13	1	LLFr	1
v1_CYOCM	13	1	RLFr	1
v1_CYOCM	13	1	LMCe	1
v1_CYOCM	13	1	RMCe	0
v1_CYOCM	13	1	LDCe	1
v1_CYOCM	13	1	RDCe	0
v1_CYOCM	13	1	MiCe	1
v1_CYOCM	13	1	MiPa	1
v1_CYOCM	13	1	LLTe	1
v1_CYOCM	13	1	RLTe	1
v1_CYOCM	13	1	LDPa	1
v1_CYOCM	13	1	RDPa	0
v1_CYOCM	13	1	LLOc	1
v1_CYOCM	13	1	RLOc	0
v1_CYOCM	13	1	LMOc	1
v1_CYOCM	13	1	RMOc	0
v1_CYOCM	13	1	MiOc	1
v1_CYOCM	13	1	A2	1
v1_CYOCM	135	1	lhe	1
v1_CYOCM	135	1	rhe	1
v1_CYOCM	135	1	LE	1
v1_CYOCM	135	1	MiPf	1
v1_CYOCM	135	1	LLPf	1
v1_CYOCM	135	1	RLPf	1
v1_CYOCM	135	1	LMPf	1
v1_CYOCM	135	1	RMPf	1
v1_CYOCM	135	1	LDFr	1
v1_CYOCM	135	1	RDFr	1
v1_CYOCM	135	1	LMFr	1
v1_CYOCM	135	1	RMFr	1
v1_CYOCM	135	1	LLFr	1
v1_CYOCM	135	1	RLFr	1
v1_CYOCM	135	1	LMCe	1
v1_CYOCM	135	1	RMCe	1
v1_CYOCM	135	1	LDCe	1
v1_CYOCM	135	1	RDCe	1
v1_CYOCM	135	1	MiCe	1
v1_CYOCM	135	1	MiPa	1
v1_CYOCM	135	1	LLTe	1
v1_CYOCM	135	1	RLTe	1
v1_CYOCM	135	1	LDPa	1
v1_CYOCM	135	1	RDPa	1
v1_CYOCM	135	1	LLOc	1
v1_CYOCM	135	1	RLOc	1
v1_CYOCM	135	1	LMOc	1
v1_CYOCM	135	1	RMOc	1
v1_CYOCM	135	1	MiOc	1
v1_CYOCM	135	1	A2	1
v1_CYOCM	136	1	lhe	1
v1_CYOCM	136	1	rhe	1
v1_CYOCM	136	1	LE	1
v1_CYOCM	136	1	MiPf	1
v1_CYOCM	136	1	LLPf	1
v1_CYOCM	136	1	RLPf	1
v1_CYOCM	136	1	LMPf	1
v1_CYOCM	136	1	RMPf	1
v1_CYOCM	136	1	LDFr	1
v1_CYOCM	136	1	RDFr	1
v1_CYOCM	136	1	LMFr	1
v1_CYOCM	136	1	RMFr	1
v1_CYOCM	136	1	LLFr	1
v1_CYOCM	136	1	RLFr	1
v1_CYOCM	136	1	LMCe	1
v1_CYOCM	136	1	RMCe	1
v1_CYOCM	136	1	LDCe	1
v1_CYOCM	136	1	RDCe	1
v1_CYOCM	136	1	MiCe	1
v1_CYOCM	136	1	MiPa	1
v1_CYOCM	136	1	LLTe	1
v1_CYOCM	136	1	RLTe	1
v1_CYOCM	136	1	LDPa	1
v1_CYOCM	136	1	RDPa	1
v1_CYOCM	136	1	LLOc	1
v1_CYOCM	136	1	RLOc	1
v1_CYOCM	136	1	LMOc	1
v1_CYOCM	136	1	RMOc	1
v1_CYOCM	136	1	MiOc	1
v1_CYOCM	136	1	A2	1
v1_CYOCM	137	1	lhe	1
v1_CYOCM	137	1	rhe	1
v1_CYOCM	137	1	LE	1
v1_CYOCM	137	1	MiPf	1
v1_CYOCM	137	1	LLPf	1
v1_CYOCM	137	1	RLPf	1
v1_CYOCM	137	1	LMPf	1
v1_CYOCM	137	1	RMPf	1
v1_CYOCM	137	1	LDFr	1
v1_CYOCM	137	1	RDFr	1
v1_CYOCM	137	1	LMFr	1
v1_CYOCM	137	1	RMFr	1
v1_CYOCM	137	1	LLFr	1
v1_CYOCM	137	1	RLFr	1
v1_CYOCM	137	1	LMCe	1
v1_CYOCM	137	1	RMCe	1
v1_CYOCM	137	1	LDCe	1
v1_CYOCM	137	1	RDCe	1
v1_CYOCM	137	1	MiCe	1
v1_CYOCM	137	1	MiPa	1
v1_CYOCM	137	1	LLTe	1
v1_CYOCM	137	1	RLTe	1
v1_CYOCM	137	1	LDPa	1
v1_CYOCM	137	1	RDPa	1
v1_CYOCM	137	1	LLOc	1
v1_CYOCM	137	1	RLOc	1
v1_CYOCM	137	1	LMOc	1
v1_CYOCM	137	1	RMOc	1
v1_CYOCM	137	1	MiOc	1
v1_CYOCM	137	1	A2	1
v1_CYOCM	139	1	lhe	1
v1_CYOCM	139	1	rhe	1
v1_CYOCM	139	1	LE	1
v1_CYOCM	139	1	MiPf	1
v1_CYOCM	139	1	LLPf	1
v1_CYOCM	139	1	RLPf	1
v1_CYOCM	139	1	LMPf	1
v1_CYOCM	139	1	RMPf	1
v1_CYOCM	139	1	LDFr	1
v1_CYOCM	139	1	RDFr	1
v1_CYOCM	139	1	LMFr	1
v1_CYOCM	139	1	RMFr	1
v1_CYOCM	139	1	LLFr	1
v1_CYOCM	139	1	RLFr	1
v1_CYOCM	139	1	LMCe	1
v1_CYOCM	139	1	RMCe	1
v1_CYOCM	139	1	LDCe	1
v1_CYOCM	139	1	RDCe	1
v1_CYOCM	139	1	MiCe	1
v1_CYOCM	139	1	MiPa	1
v1_CYOCM	139	1	LLTe	1
v1_CYOCM	139	1	RLTe	1
v1_CYOCM	139	1	LDPa	1
v1_CYOCM	139	1	RDPa	1
v1_CYOCM	139	1	LLOc	1
v1_CYOCM	139	1	RLOc	1
v1_CYOCM	139	1	LMOc	1
v1_CYOCM	139	1	RMOc	1
v1_CYOCM	139	1	MiOc	1
v1_CYOCM	139	1	A2	1
v1_CYOCM	14	1	lhe	1
v1_CYOCM	14	1	rhe	1
v1_CYOCM	14	1	LE	1
v1_CYOCM	14	1	MiPf	1
v1_CYOCM	14	1	LLPf	1
v1_CYOCM	14	1	RLPf	1
v1_CYOCM	14	1	LMPf	1
v1_CYOCM	14	1	RMPf	1
v1_CYOCM	14	1	LDFr	1
v1_CYOCM	14	1	RDFr	1
v1_CYOCM	14	1	LMFr	1
v1_CYOCM	14	1	RMFr	1
v1_CYOCM	14	1	LLFr	1
v1_CYOCM	14	1	RLFr	1
v1_CYOCM	14	1	LMCe	1
v1_CYOCM	14	1	RMCe	1
v1_CYOCM	14	1	LDCe	1
v1_CYOCM	14	1	RDCe	1
v1_CYOCM	14	1	MiCe	1
v1_CYOCM	14	1	MiPa	1
v1_CYOCM	14	1	LLTe	1
v1_CYOCM	14	1	RLTe	1
v1_CYOCM	14	1	LDPa	1
v1_CYOCM	14	1	RDPa	1
v1_CYOCM	14	1	LLOc	1
v1_CYOCM	14	1	RLOc	1
v1_CYOCM	14	1	LMOc	1
v1_CYOCM	14	1	RMOc	1
v1_CYOCM	14	1	MiOc	1
v1_CYOCM	14	1	A2	1
v1_CYOCM	141	1	lhe	1
v1_CYOCM	141	1	rhe	1
v1_CYOCM	141	1	LE	1
v1_CYOCM	141	1	MiPf	1
v1_CYOCM	141	1	LLPf	1
v1_CYOCM	141	1	RLPf	1
v1_CYOCM	141	1	LMPf	1
v1_CYOCM	141	1	RMPf	1
v1_CYOCM	141	1	LDFr	1
v1_CYOCM	141	1	RDFr	1
v1_CYOCM	141	1	LMFr	1
v1_CYOCM	141	1	RMFr	1
v1_CYOCM	141	1	LLFr	1
v1_CYOCM	141	1	RLFr	1
v1_CYOCM	141	1	LMCe	1
v1_CYOCM	141	1	RMCe	1
