Item,ctx_n_words,exp_ver,adj_cond,noun_cond,adj,noun,lemma_adj,lemma_noun,constr_preadj,constr_postadj,gpt_logp_adj,freq_adj,pld20_adj,concr_adj,freq_noun,pld20_noun,concr_noun,p_preadj,p_postadj,DKL
265,6,4,low,top,military,festival,military,festival,0.32,0.589285714285714,-8.51516,2103,2.7,4,505,3.05,4.33,0.32,0,0.909359979264819
267,9,1,top,top,sub,sandwich,sub,sandwich,0.2,0.92156862745098,-7.666602,390,1,3.46,1118,3.5,4.9,0.2,0.92156862745098,0.801927600676573
267,9,2,low,low,aged,cheese,aged,cheese,0.2,0.693877551020408,-11.16579,183,1.3,3.14,1991,1.85,4.7,0.2,0.693877551020408,0.444700497047521
267,9,3,low,top,aged,sandwich,aged,sandwich,0.2,0.693877551020408,-11.16579,183,1.3,3.14,1118,3.5,4.9,0.2,0.0408163265306122,0.444700497047521
267,9,4,top,low,sub,cheese,sub,cheese,0.2,0.92156862745098,-7.666602,390,1,3.46,1991,1.85,4.7,0.2,0,0.801927600676573
268,12,1,top,low,narrow,alley,narrow,alley,0.470588235294118,0.608695652173913,-5.82439,358,1.65,3.04,831,1.55,4.82,0.0980392156862745,0.173913043478261,0.173179856209145
268,12,2,top,top,narrow,hallway,narrow,hallway,0.470588235294118,0.608695652173913,-5.82439,358,1.65,3.04,487,2.55,4.74,0.470588235294118,0.608695652173913,0.173179856209145
268,12,3,low,low,dark,alley,dark,alley,0.470588235294118,0.428571428571429,-5.232142,4519,1,4.29,831,1.55,4.82,0.0980392156862745,0.428571428571429,0.394066722323923
268,12,4,low,top,dark,hallway,dark,hallway,0.470588235294118,0.428571428571429,-5.232142,4519,1,4.29,487,2.55,4.74,0.470588235294118,0.285714285714286,0.394066722323923
270,11,1,top,top,diagnostic,tool,diagnostic,tool,0.291666666666667,0.521739130434783,-11.07454,72,3.4,2.47,548,1.3,4.6,0.291666666666667,0.521739130434783,0.360137208026808
270,11,2,low,low,ink,pen,ink,pen,0.291666666666667,0.321428571428571,-11.464274,382,1,4.56,1261,1,4.92,0,0.321428571428571,1.11702801919651
270,11,3,low,top,ink,tool,ink,tool,0.291666666666667,0.321428571428571,-11.464274,382,1,4.56,548,1.3,4.6,0.291666666666667,0,1.11702801919651
270,11,4,top,low,diagnostic,pen,diagnostic,pen,0.291666666666667,0.521739130434783,-11.07454,72,3.4,2.47,1261,1,4.92,0,0,0.360137208026808
271,10,1,low,low,unfinished,basement,unfinished,basement,0.541666666666667,0.489795918367347,-9.3539,179,3.15,2.34,1074,2.45,4.89,0.0833333333333333,0.489795918367347,0.523994874965416
271,10,2,low,top,unfinished,attic,unfinished,attic,0.541666666666667,0.489795918367347,-9.3539,179,3.15,2.34,400,1.85,4.53,0.541666666666667,0.224489795918367,0.523994874965416
271,10,3,top,low,dusty,basement,dusty,basement,0.541666666666667,0.788461538461538,-7.91272,283,1.55,3.79,1074,2.45,4.89,0.0833333333333333,0.0384615384615385,0.19899977237448
271,10,4,top,top,dusty,attic,dusty,attic,0.541666666666667,0.788461538461538,-7.91272,283,1.55,3.79,400,1.85,4.53,0.541666666666667,0.788461538461538,0.19899977237448
272,13,1,low,top,messenger,lunch,messenger,lunch,0.941176470588235,0.829268292682927,-10.83857,411,2.95,3.89,5310,1.65,4.31,0.941176470588235,0,1.99055551514104
272,13,2,top,low,delicious,bag,delicious,bag,0.941176470588235,0.981481481481481,-11.61512,1098,2.65,2.43,4796,1,4.9,0.0392156862745098,0,0.0303621972444795
272,13,3,top,top,delicious,lunch,delicious,lunch,0.941176470588235,0.981481481481481,-11.61512,1098,2.65,2.43,5310,1.65,4.31,0.941176470588235,0.981481481481481,0.0303621972444795
272,13,4,low,low,messenger,bag,messenger,bag,0.941176470588235,0.829268292682927,-10.83857,411,2.95,3.89,4796,1,4.9,0.0392156862745098,0.829268292682927,1.99055551514104
277,13,1,low,low,wireless,microphone,wireless,microphone,0.803921568627451,0.365384615384615,-10.25988,135,2.45,3.57,232,3.65,4.88,0.0196078431372549,0.365384615384615,1.20922997913473
277,13,2,low,top,wireless,guitar,wireless,guitar,0.803921568627451,0.365384615384615,-10.25988,135,2.45,3.57,795,2.55,4.9,0.803921568627451,0.115384615384615,1.20922997913473
277,13,3,top,low,acoustic,microphone,acoustic,microphone,0.803921568627451,1,-5.04297,49,2.8,3.28,232,3.65,4.88,0.0196078431372549,0,0.0661135015301331
277,13,4,top,top,acoustic,guitar,acoustic,guitar,0.803921568627451,1,-5.04297,49,2.8,3.28,795,2.55,4.9,0.803921568627451,1,0.0661135015301331
280,7,1,low,top,whole,car,whole,car,0.275862068965517,0.60655737704918,-5.67327,19660,1.7,3.25,24636,1,4.89,0.275862068965517,0,0.98581844454751
280,7,2,top,low,speedy,house,speedy,house,0.275862068965517,0.541666666666667,-15.38014,100,1.8,2.93,26214,1.35,5,0.0344827586206897,0,0.545073122906105
280,7,3,top,top,speedy,car,speedy,car,0.275862068965517,0.541666666666667,-15.38014,100,1.8,2.93,24636,1,4.89,0.275862068965517,0.541666666666667,0.545073122906105
280,7,4,low,low,whole,house,whole,house,0.275862068965517,0.60655737704918,-5.67327,19660,1.7,3.25,26214,1.35,5,0.0344827586206897,0.60655737704918,0.98581844454751
281,14,1,low,top,upper,rooms,upper,room,0.6,0.333333333333333,-9.09594,616,1.85,3.37,1326,1.4,4.79,0.6,0.333333333333333,0.505532506679545
281,14,2,top,low,furnished,floors,furnish,floor,0.6,0.785714285714286,-11.87346,62,2.45,3.75,407,1.85,4.8,0.04,0,0.154504388247311
281,14,3,top,top,furnished,rooms,furnish,room,0.6,0.785714285714286,-11.87346,62,2.45,3.75,1326,1.4,4.79,0.6,0.785714285714286,0.154504388247311
281,14,4,low,low,upper,floors,upper,floor,0.6,0.333333333333333,-9.09594,616,1.85,3.37,407,1.85,4.8,0.04,0.274509803921569,0.505532506679545
284,10,1,low,top,nightmarish,sleep,nightmarish,sleep,0.1875,0.285714285714286,-15.95331,11,4.6,2,11625,1.45,4.44,0.104166666666667,0,0.62661473014504
284,10,2,top,low,fitful,dreams,fitful,dream,0.1875,0.241379310344828,-17.4354,2,2.3,2.56,3285,1.65,2.6,0,0.0172413793103448,0.473516665814438
284,10,3,top,top,fitful,sleep,fitful,sleep,0.1875,0.241379310344828,-17.4354,2,2.3,2.56,11625,1.45,4.44,0.104166666666667,0.241379310344828,0.473516665814438
284,10,4,low,low,nightmarish,dreams,nightmarish,dream,0.1875,0.285714285714286,-15.95331,11,4.6,2,3285,1.65,2.6,0,0.285714285714286,0.62661473014504
286,9,1,top,low,cashmere,slippers,cashmere,slipper,0.354166666666667,0.964912280701754,-9.70922,77,2.85,4.72,263,1.65,4.86,0,0,0.855863564359345
286,9,2,top,top,cashmere,sweater,cashmere,sweater,0.354166666666667,0.964912280701754,-9.70922,77,2.85,4.72,704,1.75,4.78,0.3125,0.964912280701754,0.855863564359345
286,9,3,low,low,fuzzy,slippers,fuzzy,slipper,0.354166666666667,0.304347826086957,-8.82963,297,1.7,3.96,263,1.65,4.86,0,0.260869565217391,0.845086121823788
286,9,4,low,top,fuzzy,sweater,fuzzy,sweater,0.354166666666667,0.304347826086957,-8.82963,297,1.7,3.96,704,1.75,4.78,0.3125,0.304347826086957,0.845086121823788
288,11,1,low,top,serial,name,serial,name,0.274509803921569,0.947368421052632,-9.176516,577,1.9,2.44,32735,1.15,3.5,0.274509803921569,0,1.22870856692343
288,11,2,top,low,maiden,number,maiden,number,0.274509803921569,0.813953488372093,-9.59242,282,1.9,4.24,12288,1.75,3.3,0.137254901960784,0,0.733920740480948
288,11,3,top,top,maiden,name,maiden,name,0.274509803921569,0.813953488372093,-9.59242,282,1.9,4.24,32735,1.15,3.5,0.274509803921569,0.813953488372093,0.733920740480948
288,11,4,low,low,serial,number,serial,number,0.274509803921569,0.947368421052632,-9.176516,577,1.9,2.44,12288,1.75,3.3,0.137254901960784,0.947368421052632,1.22870856692343
289,8,1,top,low,bowtie,sauce,bowtie,sauce,0.362068965517241,0.804878048780488,-13.86162,6,1.9,4.89,795,1.75,4.75,0.0344827586206897,0,0.316703401469038
289,8,2,top,top,bowtie,pasta,bowtie,pasta,0.362068965517241,0.804878048780488,-13.86162,6,1.9,4.89,216,1.5,4.86,0.362068965517241,0.804878048780488,0.316703401469038
289,8,3,low,low,pesto,sauce,pesto,sauce,0.362068965517241,0.390243902439024,-8.05897,25,1.7,4.46,795,1.75,4.75,0.0344827586206897,0.390243902439024,0.520179664551609
289,8,4,low,top,pesto,pasta,pesto,pasta,0.362068965517241,0.390243902439024,-8.05897,25,1.7,4.46,216,1.5,4.86,0.362068965517241,0.317073170731707,0.520179664551609
290,9,1,low,low,favorite,toy,favorite,toy,0.5,0.523809523809524,-4.41836,3032,2.65,2.71,859,1,4.93,0.104166666666667,0.523809523809524,0.817576525228519
290,9,2,low,top,favorite,phone,favorite,phone,0.5,0.523809523809524,-4.41836,3032,2.65,2.71,13756,1.55,4.86,0.5,0,0.817576525228519
290,9,3,top,low,smart,toy,smart,toy,0.5,0.982758620689655,-6.6551,4909,1.7,1.75,859,1,4.93,0.104166666666667,0,0.401153179746809
290,9,4,top,top,smart,phone,smart,phone,0.5,0.982758620689655,-6.6551,4909,1.7,1.75,13756,1.55,4.86,0.5,0.982758620689655,0.401153179746809
293,10,1,top,top,blue,sky,blue,sky,0.0980392156862745,0.645833333333333,-7.691085,5222,1.55,3.76,2285,1.45,4.45,0.0980392156862745,0.645833333333333,0.540249922731707
293,10,2,low,low,gorgeous,women,gorgeous,woman,0.0980392156862745,0.404761904761905,-9.39322,1227,2.9,2.25,9978,1.75,4.46,0,0.404761904761905,0.698254606882662
293,10,3,low,top,gorgeous,sky,gorgeous,sky,0.0980392156862745,0.404761904761905,-9.39322,1227,2.9,2.25,2285,1.45,4.45,0.0980392156862745,0,0.698254606882662
293,10,4,top,low,blue,women,blue,woman,0.0980392156862745,0.645833333333333,-7.691085,5222,1.55,3.76,9978,1.75,4.46,0,0,0.540249922731707
295,7,1,low,low,bright,light,bright,light,0.254901960784314,0.688888888888889,-8.25524,2265,1.65,3.92,8425,1.2,4.21,0.0980392156862745,0.688888888888889,0.836352366326183
295,7,2,low,top,bright,web,bright,web,0.254901960784314,0.688888888888889,-8.25524,2265,1.65,3.92,470,1.3,4.37,0.254901960784314,0.0222222222222222,0.836352366326183
295,7,3,top,low,spider,light,spider,light,0.254901960784314,1,-5.53665,515,1.65,4.97,8425,1.2,4.21,0.0980392156862745,0,0.755757354317189
295,7,4,top,top,spider,web,spider,web,0.254901960784314,1,-5.53665,515,1.65,4.97,470,1.3,4.37,0.254901960784314,1,0.755757354317189
299,5,1,low,low,funny,joke,funny,joke,0.916666666666667,0.673913043478261,-9.24893,11127,1.5,2.5,3724,1.05,2.9,0.0625,0.673913043478261,1.99932230422312
299,5,2,low,top,funny,lie,funny,lie,0.916666666666667,0.673913043478261,-9.24893,11127,1.5,2.5,6133,1,3.11,0.916666666666667,0,1.99932230422312
299,5,3,top,low,deliberate,joke,deliberate,joke,0.916666666666667,0.92156862745098,-10.69696,145,2.8,1.78,3724,1.05,2.9,0.0625,0.0392156862745098,0.021980300297828
299,5,4,top,top,deliberate,lie,deliberate,lie,0.916666666666667,0.92156862745098,-10.69696,145,2.8,1.78,6133,1,3.11,0.916666666666667,0.92156862745098,0.021980300297828
301,7,1,low,top,packed,keys,pack,key,0.196078431372549,0.6875,-10.5547,904,1.35,3.83,2601,1.85,4.89,0.176470588235294,0,0.953971090136155
301,7,2,top,low,office,lunch,office,lunch,0.196078431372549,0.558139534883721,-8.11035,10399,2.45,4.93,5310,1.65,4.31,0.0784313725490196,0,0.482912412094277
301,7,3,top,top,office,keys,office,key,0.196078431372549,0.558139534883721,-8.11035,10399,2.45,4.93,2601,1.85,4.89,0.176470588235294,0.558139534883721,0.482912412094277
301,7,4,low,low,packed,lunch,pack,lunch,0.196078431372549,0.6875,-10.5547,904,1.35,3.83,5310,1.65,4.31,0.0784313725490196,0.6875,0.953971090136155
302,11,1,low,low,fresh,mint,fresh,mint,0.274509803921569,0.264150943396226,-7.21082,2780,1.85,1.97,277,1,4.54,0.0196078431372549,0.264150943396226,0.857495844833491
302,11,2,low,top,fresh,dollar,fresh,dollar,0.274509803921569,0.264150943396226,-7.21082,2780,1.85,1.97,1410,1.9,4.93,0.274509803921569,0.0188679245283019,0.857495844833491
302,11,3,top,low,single,mint,single,mint,0.274509803921569,0.473684210526316,-5.25633,3676,1.45,3.27,277,1,4.54,0.0196078431372549,0,0.38700665212235
302,11,4,top,top,single,dollar,single,dollar,0.274509803921569,0.473684210526316,-5.25633,3676,1.45,3.27,1410,1.9,4.93,0.274509803921569,0.473684210526316,0.38700665212235
303,11,1,top,top,specific,symptoms,specific,symptom,0.0833333333333333,0.333333333333333,-7.56203,908,2.8,2.18,407,3.5,3.19,0.0833333333333333,0.333333333333333,0.402975109480202
303,11,2,low,low,pregnancy,test,pregnancy,test,0.0833333333333333,0.614035087719298,-6.70149,334,3.6,4.31,4288,1,3.93,0.0208333333333333,0.614035087719298,1.14172801636648
303,11,3,low,top,pregnancy,symptoms,pregnancy,symptom,0.0833333333333333,0.614035087719298,-6.70149,334,3.6,4.31,407,3.5,3.19,0.0833333333333333,0,1.14172801636648
303,11,4,top,low,specific,test,specific,test,0.0833333333333333,0.333333333333333,-7.56203,908,2.8,2.18,4288,1,3.93,0.0208333333333333,0,0.402975109480202
305,9,1,top,low,premature,dog,premature,dog,0.551724137931035,0.883720930232558,-12.19742,177,2.9,2.72,9835,1,4.85,0.189655172413793,0.0232558139534884,0.211906760427013
305,9,2,top,top,premature,baby,premature,baby,0.551724137931035,0.883720930232558,-12.19742,177,2.9,2.72,25978,1.7,5,0.551724137931035,0.883720930232558,0.211906760427013
305,9,3,low,low,trained,dog,train,dog,0.551724137931035,0.538461538461538,-12.96092,962,1.65,4.79,9835,1,4.85,0.189655172413793,0.538461538461538,0.777984353418838
305,9,4,low,top,trained,baby,train,baby,0.551724137931035,0.538461538461538,-12.96092,962,1.65,4.79,25978,1.7,5,0.551724137931035,0,0.777984353418838
306,7,1,top,top,twin,bed,twin,bed,0.901960784313725,0.886363636363636,-13.07991,532,1.4,4.17,9543,1,5,0.901960784313725,0.886363636363636,0.0716705717435597
306,7,2,low,low,picnic,table,picnic,table,0.901960784313725,0.92156862745098,-11.6522,596,2.6,4.83,5387,1.5,4.9,0.0392156862745098,0.92156862745098,2.2580185612265
306,7,3,low,top,picnic,bed,picnic,bed,0.901960784313725,0.92156862745098,-11.6522,596,2.6,4.83,9543,1,5,0.901960784313725,0,2.2580185612265
306,7,4,top,low,twin,table,twin,table,0.901960784313725,0.886363636363636,-13.07991,532,1.4,4.17,5387,1.5,4.9,0.0392156862745098,0,0.0716705717435597
309,8,1,low,low,waiting,room,waiting,room,0.56140350877193,0.944444444444444,-5.79464,10767,1.5,2.7,22415,1.1,4.79,0.105263157894737,0.944444444444444,1.24389291611552
309,8,2,low,top,waiting,crib,waiting,crib,0.56140350877193,0.944444444444444,-5.79464,10767,1.5,2.7,316,1.6,4.86,0.56140350877193,0.0277777777777778,1.24389291611552
309,8,3,top,low,little,room,little,room,0.56140350877193,0.661290322580645,-6.97167,73766,1.85,3.67,22415,1.1,4.79,0.105263157894737,0.0161290322580645,0.166607836701893
309,8,4,top,top,little,crib,little,crib,0.56140350877193,0.661290322580645,-6.97167,73766,1.85,3.67,316,1.6,4.86,0.56140350877193,0.661290322580645,0.166607836701893
311,11,1,top,top,developing,storm,develop,storm,0.313725490196078,0.584905660377359,-10.5736,286,3.1,1.87,1574,1.75,4.7,0.313725490196078,0.584905660377359,0.311222000138826
311,11,2,low,low,rapid,flood,rapid,flood,0.313725490196078,0.5,-8.45413,223,1.7,3.07,291,1.75,4.62,0.0980392156862745,0.5,0.5680355936316
311,11,3,low,top,rapid,storm,rapid,storm,0.313725490196078,0.5,-8.45413,223,1.7,3.07,1574,1.75,4.7,0.313725490196078,0.24,0.5680355936316
311,11,4,top,low,developing,flood,develop,flood,0.313725490196078,0.584905660377359,-10.5736,286,3.1,1.87,291,1.75,4.62,0.0980392156862745,0.0188679245283019,0.311222000138826
315,4,1,top,low,short,air,short,air,0.145833333333333,0.619047619047619,-7.039203,4367,1.4,3.61,7090,1,4.11,0.0208333333333333,0,0.376074680750198
315,4,2,top,top,short,skirt,short,skirt,0.145833333333333,0.619047619047619,-7.039203,4367,1.4,3.61,508,1.75,4.82,0.145833333333333,0.619047619047619,0.376074680750198
315,4,3,low,low,dry,air,dry,air,0.145833333333333,0.378378378378378,-7.159922,2184,1.3,3.77,7090,1,4.11,0.0208333333333333,0.351351351351351,0.603759863030867
315,4,4,low,top,dry,skirt,dry,skirt,0.145833333333333,0.378378378378378,-7.159922,2184,1.3,3.77,508,1.75,4.82,0.145833333333333,0,0.603759863030867
316,10,1,top,low,eerie,murder,eerie,murder,0.1,0.347826086956522,-8.00667,89,1.95,1.63,5717,1.85,3.61,0.02,0,0.495158869112823
316,10,2,top,top,eerie,ghost,eerie,ghost,0.1,0.347826086956522,-8.00667,89,1.95,1.63,1866,1.85,3.19,0.1,0.347826086956522,0.495158869112823
316,10,3,low,low,gruesome,murder,gruesome,murder,0.1,0.386363636363636,-8.89513,104,3.4,2.72,5717,1.85,3.61,0.02,0.386363636363636,0.567885110819751
316,10,4,low,top,gruesome,ghost,gruesome,ghost,0.1,0.386363636363636,-8.89513,104,3.4,2.72,1866,1.85,3.19,0.1,0.0227272727272727,0.567885110819751
322,10,1,top,top,detailed,map,detailed,map,0.541666666666667,0.716981132075472,-8.75773,200,2.15,2.27,1623,1,4.93,0.541666666666667,0.716981132075472,0.508607255064546
322,10,2,low,low,magnetic,compass,magnetic,compass,0.541666666666667,0.888888888888889,-10.2456,215,2.5,3.4,207,2.15,4.66,0.208333333333333,0.888888888888889,0.973573776445345
322,10,3,low,top,magnetic,map,magnetic,map,0.541666666666667,0.888888888888889,-10.2456,215,2.5,3.4,1623,1,4.93,0.541666666666667,0,0.973573776445345
322,10,4,top,low,detailed,compass,detailed,compass,0.541666666666667,0.716981132075472,-8.75773,200,2.15,2.27,207,2.15,4.66,0.208333333333333,0,0.508607255064546
323,9,1,low,top,waterproof,umbrella,waterproof,umbrella,0.84,0.575,-7.17212,50,3.95,3.6,382,3.65,5,0.84,0.1,1.31774009804765
323,9,2,top,low,wide,boots,wide,boot,0.84,0.911111111111111,-11.79303,1214,1,3.06,977,1.05,4.96,0.02,0.0222222222222222,0.0490678646278795
323,9,3,top,top,wide,umbrella,wide,umbrella,0.84,0.911111111111111,-11.79303,1214,1,3.06,382,3.65,5,0.84,0.911111111111111,0.0490678646278795
323,9,4,low,low,waterproof,boots,waterproof,boot,0.84,0.575,-7.17212,50,3.95,3.6,977,1.05,4.96,0.02,0.575,1.31774009804765
326,7,1,top,low,herbal,water,herbal,water,0.9,1,-9.65329,82,2.05,3.57,11478,1.15,5,0.04,0,0.0551830166432527
326,7,2,top,top,herbal,tea,herbal,tea,0.9,1,-9.65329,82,2.05,3.57,2990,1,4.69,0.9,1,0.0551830166432527
326,7,3,low,low,sparkling,water,sparkling,water,0.9,0.765957446808511,-9.34022,102,2.35,3.31,11478,1.15,5,0.04,0.765957446808511,1.81246830572443
326,7,4,low,top,sparkling,tea,sparkling,tea,0.9,0.765957446808511,-9.34022,102,2.35,3.31,2990,1,4.69,0.9,0.0638297872340426,1.81246830572443
328,6,1,low,low,wet,grass,wet,grass,0.66,0.222222222222222,-8.431288,2000,1,4.46,856,1.35,4.93,0,0.166666666666667,0.626587761980063
328,6,2,low,top,wet,hook,wet,hook,0.66,0.222222222222222,-8.431288,2000,1,4.46,1938,1,4.79,0.66,0.0925925925925926,0.626587761980063
328,6,3,top,low,dangling,grass,dangling,grass,0.66,0.91304347826087,-12.03208,66,1.8,3.52,856,1.35,4.93,0,0,0.199510466197542
328,6,4,top,top,dangling,hook,dangling,hook,0.66,0.91304347826087,-12.03208,66,1.8,3.52,1938,1,4.79,0.66,0.91304347826087,0.199510466197542
329,12,1,low,top,hairy,face,hairy,face,0.327586206896552,0.433962264150943,-13.26184,322,1.65,4.48,14747,1,4.87,0.327586206896552,0.0188679245283019,0.89459502932909
329,12,2,top,low,handsome,chest,handsome,chest,0.327586206896552,0.872340425531915,-9.21451,1684,2.75,2.63,2090,1.65,4.93,0.0517241379310345,0,0.430466846609406
329,12,3,top,top,handsome,face,handsome,face,0.327586206896552,0.872340425531915,-9.21451,1684,2.75,2.63,14747,1,4.87,0.327586206896552,0.872340425531915,0.430466846609406
329,12,4,low,low,hairy,chest,hairy,chest,0.327586206896552,0.433962264150943,-13.26184,322,1.65,4.48,2090,1.65,4.93,0.0517241379310345,0.433962264150943,0.89459502932909
333,9,1,low,top,illustrated,painting,illustrate,painting,0.08,0.541666666666667,-10.72492,31,3.4,3.31,1489,1.65,4.59,0.08,0.0208333333333333,0.739172832887461
333,9,2,top,low,impressionist,books,impressionist,book,0.08,0.770491803278689,-13.59353,15,3.8,2.69,3456,1.3,4.9,0.04,0,0.932992632548327
333,9,3,top,top,impressionist,painting,impressionist,painting,0.08,0.770491803278689,-13.59353,15,3.8,2.69,1489,1.65,4.59,0.08,0.770491803278689,0.932992632548327
333,9,4,low,low,illustrated,books,illustrate,book,0.08,0.541666666666667,-10.72492,31,3.4,3.31,3456,1.3,4.9,0.04,0.541666666666667,0.739172832887461
336,7,1,low,top,habitual,thief,habitual,thief,0.291666666666667,0.702127659574468,-10.29946,26,3.05,2,1238,1.95,4.37,0.166666666666667,0,1.0275825948975
336,7,2,top,low,petty,liar,petty,liar,0.291666666666667,0.488372093023256,-9.5925,438,1.65,2.09,1792,1.75,3.43,0.0833333333333333,0.0232558139534884,0.453627970709299
336,7,3,top,top,petty,thief,petty,thief,0.291666666666667,0.488372093023256,-9.5925,438,1.65,2.09,1238,1.95,4.37,0.166666666666667,0.488372093023256,0.453627970709299
336,7,4,low,low,habitual,liar,habitual,liar,0.291666666666667,0.702127659574468,-10.29946,26,3.05,2,1792,1.75,3.43,0.0833333333333333,0.702127659574468,1.0275825948975
338,6,1,top,low,temporary,business,temporary,business,0.166666666666667,0.617021276595745,-11.37063,665,3.35,2.27,16371,2.75,3.28,0.0833333333333333,0.0851063829787234,0.506708804985738
338,6,2,top,top,temporary,job,temporary,job,0.166666666666667,0.617021276595745,-11.37063,665,3.35,2.27,21063,1,3.19,0.166666666666667,0.617021276595745,0.506708804985738
338,6,3,low,low,entrepreneurial,business,entrepreneurial,business,0.166666666666667,0.352941176470588,-9.55632,9,7.35,2.14,16371,2.75,3.28,0.0833333333333333,0.352941176470588,1.0797280212961
338,6,4,low,top,entrepreneurial,job,entrepreneurial,job,0.166666666666667,0.352941176470588,-9.55632,9,7.35,2.14,21063,1,3.19,0.166666666666667,0,1.0797280212961
342,9,1,low,low,global,news,global,news,0.395833333333333,0.62,-10.66633,321,2.3,2.93,8399,1.4,3.41,0.0833333333333333,0.62,0.591183453370614
342,9,2,low,top,global,music,global,music,0.395833333333333,0.62,-10.66633,321,2.3,2.93,7734,2,4.31,0.395833333333333,0.24,0.591183453370614
342,9,3,top,low,loud,news,loud,news,0.395833333333333,0.854545454545455,-9.442974,2031,1.35,3.73,8399,1.4,3.41,0.0833333333333333,0,0.36430164892799
342,9,4,top,top,loud,music,loud,music,0.395833333333333,0.854545454545455,-9.442974,2031,1.35,3.73,7734,2,4.31,0.395833333333333,0.854545454545455,0.36430164892799
348,6,1,low,top,formal,party,formal,party,0.517241379310345,0.511627906976744,-7.736635,424,1.8,2.7,11890,1.3,3.89,0.517241379310345,0.0930232558139535,0.918813113609648
348,6,2,top,low,pajama,dance,pajama,dance,0.517241379310345,1,-9.96215,65,2.35,4.85,7550,1.4,4.32,0.0689655172413793,0,0.336800347878653
348,6,3,top,top,pajama,party,pajama,party,0.517241379310345,1,-9.96215,65,2.35,4.85,11890,1.3,3.89,0.517241379310345,1,0.336800347878653
348,6,4,low,low,formal,dance,formal,dance,0.517241379310345,0.511627906976744,-7.736635,424,1.8,2.7,7550,1.4,4.32,0.0689655172413793,0.511627906976744,0.918813113609648
351,7,1,top,top,local,park,local,park,0.413793103448276,0.867924528301887,-8.28733,2128,1.7,3.04,3678,1,4.74,0.413793103448276,0.867924528301887,0.464160118650937
351,7,2,low,low,dim,light,dim,light,0.413793103448276,0.644444444444445,-6.325285,243,1,3.31,8425,1.2,4.21,0,0.644444444444445,1.92977573853749
351,7,3,low,top,dim,park,dim,park,0.413793103448276,0.644444444444445,-6.325285,243,1,3.31,3678,1,4.74,0.413793103448276,0.0222222222222222,1.92977573853749
351,7,4,top,low,local,light,local,light,0.413793103448276,0.867924528301887,-8.28733,2128,1.7,3.04,8425,1.2,4.21,0,0,0.464160118650937
357,10,1,low,top,wild,ducks,wild,duck,0.470588235294118,0.4375,-7.268324,2923,1.4,2.41,432,1.3,4.86,0.470588235294118,0.1875,1.03220196250248
357,10,2,top,low,yellow,geese,yellow,goose,0.470588235294118,0.62962962962963,-8.52069,1724,1.75,4.3,81,1.85,4.81,0,0,0.0801466662297918
357,10,3,top,top,yellow,ducks,yellow,duck,0.470588235294118,0.62962962962963,-8.52069,1724,1.75,4.3,432,1.3,4.86,0.470588235294118,0.62962962962963,0.0801466662297918
357,10,4,low,low,wild,geese,wild,goose,0.470588235294118,0.4375,-7.268324,2923,1.4,2.41,81,1.85,4.81,0,0.4375,1.03220196250248
358,13,1,low,low,Pacific,ocean,Pacific,ocean,0.78,0.893617021276596,-7.1234,493,2.55,,1545,1.95,4.86,0.02,0.893617021276596,2.03617155779328
358,13,2,low,top,Pacific,sky,Pacific,sky,0.78,0.893617021276596,-7.1234,493,2.55,,2285,1.45,4.45,0.78,0.0851063829787234,2.03617155779328
358,13,3,top,low,cloudless,ocean,cloudless,ocean,0.78,1,-10.80945,8,2.7,3.52,1545,1.95,4.86,0.02,0,0.0905643914169308
358,13,4,top,top,cloudless,sky,cloudless,sky,0.78,1,-10.80945,8,2.7,3.52,2285,1.45,4.45,0.78,1,0.0905643914169308
359,6,1,top,top,preschool,teacher,preschool,teacher,0.254901960784314,0.877551020408163,-12.02916,61,3.5,4.37,2842,1.75,4.52,0.0588235294117647,0.877551020408163,1.22931667150762
359,6,2,low,low,municipal,judge,municipal,judge,0.254901960784314,0.309090909090909,-10.4308,90,3.7,2.26,4063,1.65,3.75,0.0392156862745098,0.309090909090909,0.67314459951035
359,6,3,low,top,municipal,teacher,municipal,teacher,0.254901960784314,0.309090909090909,-10.4308,90,3.7,2.26,2842,1.75,4.52,0.0588235294117647,0,0.67314459951035
359,6,4,top,low,preschool,judge,preschool,judge,0.254901960784314,0.877551020408163,-12.02916,61,3.5,4.37,4063,1.65,3.75,0.0392156862745098,0,1.22931667150762
362,8,1,low,low,tiled,floor,tile,floor,0.245614035087719,0.680851063829787,-9.76666,2,1.2,4.68,5132,1.8,4.8,0.140350877192982,0.680851063829787,0.614620267318107
362,8,2,low,top,tiled,sink,tile,sink,0.245614035087719,0.680851063829787,-9.76666,2,1.2,4.68,863,1,4.74,0.245614035087719,0.0425531914893617,0.614620267318107
362,8,3,top,low,porcelain,floor,porcelain,floor,0.245614035087719,0.588235294117647,-10.17122,80,4,4.63,5132,1.8,4.8,0.140350877192982,0.0196078431372549,0.558007529113391
362,8,4,top,top,porcelain,sink,porcelain,sink,0.245614035087719,0.588235294117647,-10.17122,80,4,4.63,863,1,4.74,0.245614035087719,0.588235294117647,0.558007529113391
363,9,1,top,low,oriental,cord,oriental,cord,0.291666666666667,0.923076923076923,-12.14059,133,2.75,3.5,358,1,4.63,0.0625,0,0.393474279801133
