Item,ctx_n_words,exp_ver,adj_cond,noun_cond,adj,noun,lemma_adj,lemma_noun,constr_preadj,constr_postadj,gpt_logp_adj,freq_adj,pld20_adj,concr_adj,freq_noun,pld20_noun,concr_noun,p_preadj,p_postadj,DKL
71,7,4,top,top,spare,keys,spare,key,0.274509803921569,0.785714285714286,-7.59135,1573,1.1,3.48,2601,1.85,4.89,0.274509803921569,0.785714285714286,0.512848865523822
73,8,1,low,low,loudest,applause,loudest,applause,0.224137931034483,0.459016393442623,-10.57627,34,2.1,,576,2.75,4.29,0,0.459016393442623,1.32865281323854
73,8,2,low,top,loudest,respect,loudest,respect,0.224137931034483,0.459016393442623,-10.57627,34,2.1,,3644,2,2.04,0.224137931034483,0,1.32865281323854
73,8,3,top,low,utmost,applause,utmost,applause,0.224137931034483,0.58,-3.82065,118,2.8,1.64,576,2.75,4.29,0,0,0.261952371197098
73,8,4,top,top,utmost,respect,utmost,respect,0.224137931034483,0.58,-3.82065,118,2.8,1.64,3644,2,2.04,0.224137931034483,0.58,0.261952371197098
74,6,1,top,low,rotten,door,rotten,door,0.411764705882353,0.677966101694915,-9.58399,891,1.8,3.87,14895,1.35,4.81,0,0,0.1957417935632
74,6,2,top,top,rotten,wood,rotten,wood,0.411764705882353,0.677966101694915,-9.58399,891,1.8,3.87,1377,1.2,4.85,0.411764705882353,0.677966101694915,0.1957417935632
74,6,3,low,low,garage,door,garage,door,0.411764705882353,0.62962962962963,-8.13085,1388,1.9,4.96,14895,1.35,4.81,0,0.62962962962963,1.94203974653788
74,6,4,low,top,garage,wood,garage,wood,0.411764705882353,0.62962962962963,-8.13085,1388,1.9,4.96,1377,1.2,4.85,0.411764705882353,0,1.94203974653788
75,8,1,top,top,nasty,bugs,nasty,bug,0.4375,0.411764705882353,-6.83549,1151,1.75,2.37,695,1,5,0.4375,0.411764705882353,0.134789156025716
75,8,2,low,low,wild,animals,wild,animal,0.4375,0.326530612244898,-5.955605,2923,1.4,2.41,1993,2.35,4.61,0,0.326530612244898,0.741558300137835
75,8,3,low,top,wild,bugs,wild,bug,0.4375,0.326530612244898,-5.955605,2923,1.4,2.41,695,1,5,0.4375,0.102040816326531,0.741558300137835
75,8,4,top,low,nasty,animals,nasty,animal,0.4375,0.411764705882353,-6.83549,1151,1.75,2.37,1993,2.35,4.61,0,0,0.134789156025716
80,6,1,low,top,bad,rain,bad,rain,0.482758620689655,0.795918367346939,-6.56791,27804,1,1.68,2494,1,4.97,0.482758620689655,0.0408163265306122,1.32919282017421
80,6,2,top,low,intermittent,weather,intermittent,weather,0.482758620689655,0.695652173913044,-10.96292,28,4.6,2.61,1746,1.75,3.83,0.0517241379310345,0.0869565217391304,0.245234193467206
80,6,3,top,top,intermittent,rain,intermittent,rain,0.482758620689655,0.695652173913044,-10.96292,28,4.6,2.61,2494,1,4.97,0.482758620689655,0.695652173913044,0.245234193467206
80,6,4,low,low,bad,weather,bad,weather,0.482758620689655,0.795918367346939,-6.56791,27804,1,1.68,1746,1.75,3.83,0.0517241379310345,0.795918367346939,1.32919282017421
81,6,1,low,top,filthy,towel,filthy,towel,0.764705882352941,0.529411764705882,-11.60722,838,2.2,3.53,722,1.6,4.86,0.764705882352941,0.529411764705882,0.348277924073137
81,6,2,top,low,paper,rag,paper,rag,0.764705882352941,0.95,-1.1175,5271,1.25,4.93,244,1,4.67,0.0588235294117647,0,0.127410925357887
81,6,3,top,top,paper,towel,paper,towel,0.764705882352941,0.95,-1.1175,5271,1.25,4.93,722,1.6,4.86,0.764705882352941,0.95,0.127410925357887
81,6,4,low,low,filthy,rag,filthy,rag,0.764705882352941,0.529411764705882,-11.60722,838,2.2,3.53,244,1,4.67,0.0588235294117647,0.372549019607843,0.348277924073137
82,19,1,top,low,tall,beam,tall,beam,0.215686274509804,0.547169811320755,-3.46931,1649,1,3.36,445,1.25,3.96,0,0.0188679245283019,0.451084692769736
82,19,2,top,top,tall,man,tall,man,0.215686274509804,0.547169811320755,-3.46931,1649,1,3.36,94133,1,4.79,0.176470588235294,0.547169811320755,0.451084692769736
82,19,3,low,low,supporting,beam,support,beam,0.215686274509804,0.390243902439024,-11.81119,234,2.8,2.83,445,1.25,3.96,0,0.390243902439024,0.937768768381617
82,19,4,low,top,supporting,man,support,man,0.215686274509804,0.390243902439024,-11.81119,234,2.8,2.83,94133,1,4.79,0.176470588235294,0,0.937768768381617
85,8,1,top,top,dreadful,drought,dreadful,drought,0.34,0.583333333333333,-8.69283,408,3.05,2.23,70,1.8,3.74,0.34,0.583333333333333,0.135930726273208
85,8,2,low,low,blazing,fire,blazing,fire,0.34,0.738095238095238,-6.96221,93,1.75,3.64,10990,1,4.68,0.14,0.738095238095238,0.942539963980319
85,8,3,low,top,blazing,drought,blazing,drought,0.34,0.738095238095238,-6.96221,93,1.75,3.64,70,1.8,3.74,0.34,0.0238095238095238,0.942539963980319
85,8,4,top,low,dreadful,fire,dreadful,fire,0.34,0.583333333333333,-8.69283,408,3.05,2.23,10990,1,4.68,0.14,0.104166666666667,0.135930726273208
86,12,1,low,low,tonic,water,tonic,water,0.620689655172414,0.777777777777778,-12.74636,195,1.6,4.1,11478,1.15,5,0.0344827586206897,0.777777777777778,1.62850332320647
86,12,2,low,top,tonic,syrup,tonic,syrup,0.620689655172414,0.777777777777778,-12.74636,195,1.6,4.1,260,1.85,4.76,0.620689655172414,0,1.62850332320647
86,12,3,top,low,sticky,water,sticky,water,0.620689655172414,0.836734693877551,-9.78305,292,1.75,3.59,11478,1.15,5,0.0344827586206897,0,0.148589009071947
86,12,4,top,top,sticky,syrup,sticky,syrup,0.620689655172414,0.836734693877551,-9.78305,292,1.75,3.59,260,1.85,4.76,0.620689655172414,0.836734693877551,0.148589009071947
87,11,1,low,top,elementary,highway,elementary,highway,0.172413793103448,1,-8.30826,242,3.25,2.24,911,2.8,4.72,0.172413793103448,0,1.11796155907557
87,11,2,top,low,major,school,major,school,0.172413793103448,0.66,-10.17872,5343,1.8,2.16,16989,1.95,4.79,0.103448275862069,0,0.532786653480313
87,11,3,top,top,major,highway,major,highway,0.172413793103448,0.66,-10.17872,5343,1.8,2.16,911,2.8,4.72,0.172413793103448,0.66,0.532786653480313
87,11,4,low,low,elementary,school,elementary,school,0.172413793103448,1,-8.30826,242,3.25,2.24,16989,1.95,4.79,0.103448275862069,1,1.11796155907557
91,9,1,low,low,haunted,house,haunted,house,0.293103448275862,0.934782608695652,-9.96972,379,1.8,,26214,1.35,5,0.0517241379310345,0.934782608695652,1.38306933147378
91,9,2,low,top,haunted,painting,haunted,painting,0.293103448275862,0.934782608695652,-9.96972,379,1.8,,1489,1.65,4.59,0.293103448275862,0,1.38306933147378
91,9,3,top,low,abstract,house,abstract,house,0.293103448275862,0.775510204081633,-10.11079,111,2.65,1.45,26214,1.35,5,0.0517241379310345,0,0.546644853899602
91,9,4,top,top,abstract,painting,abstract,painting,0.293103448275862,0.775510204081633,-10.11079,111,2.65,1.45,1489,1.65,4.59,0.293103448275862,0.775510204081633,0.546644853899602
92,14,1,top,low,national,town,national,town,0.12,0.531914893617021,-10.28267,1946,2.5,2.24,12644,1.5,4.64,0.06,0,0.82517934383032
92,14,2,top,top,national,park,national,park,0.12,0.531914893617021,-10.28267,1946,2.5,2.24,3678,1,4.74,0.12,0.531914893617021,0.82517934383032
92,14,3,low,low,sleepy,town,sleepy,town,0.12,0.634920634920635,-8.78349,437,1.9,2.77,12644,1.5,4.64,0.06,0.634920634920635,1.11444343374671
92,14,4,low,top,sleepy,park,sleepy,park,0.12,0.634920634920635,-8.78349,437,1.9,2.77,3678,1,4.74,0.12,0,1.11444343374671
93,17,1,low,top,bland,music,bland,music,0.372549019607843,0.559322033898305,-9.87578,55,1.55,2.38,7734,2,4.31,0.372549019607843,0.203389830508475,0.41260092786311
93,17,2,top,low,loud,food,loud,food,0.372549019607843,0.814814814814815,-4.829726,2031,1.35,3.73,7876,1.2,4.8,0.156862745098039,0,0.324638430967809
93,17,3,top,top,loud,music,loud,music,0.372549019607843,0.814814814814815,-4.829726,2031,1.35,3.73,7734,2,4.31,0.372549019607843,0.814814814814815,0.324638430967809
93,17,4,low,low,bland,food,bland,food,0.372549019607843,0.559322033898305,-9.87578,55,1.55,2.38,7876,1.2,4.8,0.156862745098039,0.559322033898305,0.41260092786311
95,6,1,low,low,blonde,hair,blonde,hair,0.333333333333333,1,-7.78415,710,1.75,4.52,7831,1.5,4.97,0.0208333333333333,1,2.08260497904028
95,6,2,low,top,blonde,shoes,blonde,shoe,0.333333333333333,1,-7.78415,710,1.75,4.52,3782,1.5,4.97,0.333333333333333,0,2.08260497904028
95,6,3,top,low,muddy,hair,muddy,hair,0.333333333333333,0.523809523809524,-8.74751,153,1.7,4.32,7831,1.5,4.97,0.0208333333333333,0,0.738865488374078
95,6,4,top,top,muddy,shoes,muddy,shoe,0.333333333333333,0.523809523809524,-8.74751,153,1.7,4.32,3782,1.5,4.97,0.333333333333333,0.452380952380952,0.738865488374078
96,6,1,low,low,monthly,fee,monthly,fee,0.36,0.363636363636364,-8.18774,152,2.7,3.57,494,1,3.89,0.08,0.295454545454545,0.464455751529397
96,6,2,low,top,monthly,bill,monthly,bill,0.36,0.363636363636364,-8.18774,152,2.7,3.57,6041,1,4.68,0.36,0.363636363636364,0.464455751529397
96,6,3,top,low,electric,fee,electric,fee,0.36,0.925925925925926,-7.945946,874,2.5,3.56,494,1,3.89,0.08,0,0.583412705650647
96,6,4,top,top,electric,bill,electric,bill,0.36,0.925925925925926,-7.945946,874,2.5,3.56,6041,1,4.68,0.36,0.925925925925926,0.583412705650647
99,5,1,top,low,revealing,face,revealing,face,0.551724137931035,0.666666666666667,-11.2969,135,2.05,2.74,14747,1,4.87,0.0862068965517242,0,0.187490156885423
99,5,2,top,top,revealing,dress,revealing,dress,0.551724137931035,0.666666666666667,-11.2969,135,2.05,2.74,4447,1.7,4.93,0.551724137931035,0.666666666666667,0.187490156885423
99,5,3,low,low,pale,face,pale,face,0.551724137931035,0.444444444444444,-8.15909,409,1,3.79,14747,1,4.87,0.0862068965517242,0.203703703703704,0.278577159920346
99,5,4,low,top,pale,dress,pale,dress,0.551724137931035,0.444444444444444,-8.15909,409,1,3.79,4447,1.7,4.93,0.551724137931035,0.444444444444444,0.278577159920346
100,12,1,low,top,thick,couch,thick,couch,0.333333333333333,0.508474576271186,-10.199353,713,1.6,4,1197,1.45,4.71,0.270833333333333,0.135593220338983,0.756531623972979
100,12,2,top,low,comfortable,carpet,comfortable,carpet,0.333333333333333,0.448979591836735,-11.96803,2408,3.45,2.33,594,1.8,4.96,0.0625,0,0.27312041089487
100,12,3,top,top,comfortable,couch,comfortable,couch,0.333333333333333,0.448979591836735,-11.96803,2408,3.45,2.33,1197,1.45,4.71,0.270833333333333,0.448979591836735,0.27312041089487
100,12,4,low,low,thick,carpet,thick,carpet,0.333333333333333,0.508474576271186,-10.199353,713,1.6,4,594,1.8,4.96,0.0625,0.508474576271186,0.756531623972979
102,6,1,top,low,instrumental,wind,instrumental,wind,0.24,0.7,-10.95983,78,4.4,2.89,3028,1,3.93,0.04,0,0.578139634958109
102,6,2,top,top,instrumental,music,instrumental,music,0.24,0.7,-10.95983,78,4.4,2.89,7734,2,4.31,0.24,0.7,0.578139634958109
102,6,3,low,low,southerly,wind,southerly,wind,0.24,0.3,-13.43657,7,3.2,2.33,3028,1,3.93,0.04,0.216666666666667,0.422284871757136
102,6,4,low,top,southerly,music,southerly,music,0.24,0.3,-13.43657,7,3.2,2.33,7734,2,4.31,0.24,0.05,0.422284871757136
104,11,1,low,top,English,answer,english,answer,0.189655172413793,0.571428571428571,-6.074772,3777,2.9,,8986,2.35,2.89,0.189655172413793,0,0.686804207600695
104,11,2,top,low,correct,language,correct,language,0.189655172413793,0.553571428571429,-6.04444,2292,2.35,2.59,1790,2.9,2.35,0.103448275862069,0,0.425223845548441
104,11,3,top,top,correct,answer,correct,answer,0.189655172413793,0.553571428571429,-6.04444,2292,2.35,2.59,8986,2.35,2.89,0.189655172413793,0.553571428571429,0.425223845548441
104,11,4,low,low,English,language,English,language,0.189655172413793,0.571428571428571,-6.074772,3777,2.9,,1790,2.9,2.35,0.103448275862069,0.571428571428571,0.686804207600695
105,16,1,top,top,academic,grades,academic,grade,0.18,0.509433962264151,-10.56388,238,2.7,2.11,451,1.4,3,0.1,0.509433962264151,0.866657127495715
105,16,2,low,low,looking,girls,look,girl,0.18,0.440677966101695,-6.71115,22066,1.6,2.96,10626,1.85,4.85,0.12,0.440677966101695,1.04983066010582
105,16,3,low,top,looking,grades,look,grade,0.18,0.440677966101695,-6.71115,22066,1.6,2.96,451,1.4,3,0.1,0,1.04983066010582
105,16,4,top,low,academic,girls,academic,girl,0.18,0.509433962264151,-10.56388,238,2.7,2.11,10626,1.85,4.85,0.12,0,0.866657127495715
106,9,1,top,top,orange,juice,orange,juice,0.3125,0.938775510204082,-8.11859,1138,1.75,4.66,1371,1.8,4.89,0.270833333333333,0.938775510204082,0.661029357543317
106,9,2,low,low,sweet,tea,sweet,tea,0.3125,0.807692307692308,-10.419788,7405,1.5,4,2990,1,4.69,0.0208333333333333,0.807692307692308,1.69633018564531
106,9,3,low,top,sweet,juice,sweet,juice,0.3125,0.807692307692308,-10.419788,7405,1.5,4,1371,1.8,4.89,0.270833333333333,0.0576923076923077,1.69633018564531
106,9,4,top,low,orange,tea,orange,tea,0.3125,0.938775510204082,-8.11859,1138,1.75,4.66,2990,1,4.69,0.0208333333333333,0,0.661029357543317
109,14,1,low,top,sharp,crowbar,sharp,crowbar,0.588235294117647,0.431818181818182,-5.79538,1213,1.75,3.86,66,2.8,4.87,0.588235294117647,0.0909090909090909,0.866946966500254
109,14,2,top,low,steel,knife,steel,knife,0.588235294117647,0.807017543859649,-5.9831,941,1.5,4.87,2387,1.9,4.9,0.0392156862745098,0,0.189226650953893
109,14,3,top,top,steel,crowbar,steel,crowbar,0.588235294117647,0.807017543859649,-5.9831,941,1.5,4.87,66,2.8,4.87,0.588235294117647,0.807017543859649,0.189226650953893
109,14,4,low,low,sharp,knife,sharp,knife,0.588235294117647,0.431818181818182,-5.79538,1213,1.75,3.86,2387,1.9,4.9,0.0392156862745098,0.431818181818182,0.866946966500254
110,14,1,top,low,gray,snake,gray,snake,0.12,0.272727272727273,-7.5582,1077,1,3.46,1140,1.5,5,0.04,0,0.348444506365253
110,14,2,top,top,gray,cat,gray,cat,0.12,0.272727272727273,-7.5582,1077,1,3.46,3383,1,4.86,0.06,0.272727272727273,0.348444506365253
110,14,3,low,low,poisonous,snake,poisonous,snake,0.12,0.823529411764706,-11.19005,170,3.35,2.74,1140,1.5,5,0.04,0.823529411764706,1.17106630874376
110,14,4,low,top,poisonous,cat,poisonous,cat,0.12,0.823529411764706,-11.19005,170,3.35,2.74,3383,1,4.86,0.06,0,1.17106630874376
112,8,1,top,low,eighteenth,anniversary,eighteenth,anniversary,0.92,0.938775510204082,-6.91916,23,3.75,3.64,939,4.6,3.15,0,0.0612244897959184,0.0684292095434016
112,8,2,top,top,eighteenth,birthday,eighteenth,birthday,0.92,0.938775510204082,-6.91916,23,3.75,3.64,4958,3.4,3.2,0.92,0.938775510204082,0.0684292095434016
112,8,3,low,low,first,anniversary,first,anniversary,0.92,0.5,-4.941279,42869,1.8,2.76,939,4.6,3.15,0,0.5,1.35404931088854
112,8,4,low,top,first,birthday,first,birthday,0.92,0.5,-4.941279,42869,1.8,2.76,4958,3.4,3.2,0.92,0.1875,1.35404931088854
113,8,1,low,top,wooden,shade,wooden,shade,0.844827586206897,0.711864406779661,-9.63424,367,1.85,4.61,304,1.25,3.38,0.844827586206897,0.0338983050847458,1.289346629421
113,8,2,top,low,partial,barn,partial,barn,0.844827586206897,0.875,-10.01057,247,2.05,2.31,693,1,4.79,0.120689655172414,0,0.157834124259273
113,8,3,top,top,partial,shade,partial,shade,0.844827586206897,0.875,-10.01057,247,2.05,2.31,304,1.25,3.38,0.844827586206897,0.875,0.157834124259273
113,8,4,low,low,wooden,barn,wooden,barn,0.844827586206897,0.711864406779661,-9.63424,367,1.85,4.61,693,1,4.79,0.120689655172414,0.711864406779661,1.289346629421
116,11,1,low,top,instant,breakfast,instant,breakfast,0.395833333333333,0.553191489361702,-10.18387,550,2.3,2.7,3381,3.15,4.43,0.395833333333333,0.0425531914893617,1.22180313816467
116,11,2,top,low,continental,coffee,continental,coffee,0.395833333333333,0.981132075471698,-16.37806,168,3.5,2.48,7371,2,4.81,0.0208333333333333,0,0.432536531714996
116,11,3,top,top,continental,breakfast,continental,breakfast,0.395833333333333,0.981132075471698,-16.37806,168,3.5,2.48,3381,3.15,4.43,0.395833333333333,0.981132075471698,0.432536531714996
116,11,4,low,low,instant,coffee,instant,coffee,0.395833333333333,0.553191489361702,-10.18387,550,2.3,2.7,7371,2,4.81,0.0208333333333333,0.553191489361702,1.22180313816467
119,8,1,top,top,animated,movie,animated,movie,0.42,0.609756097560976,-10.72767,61,2.6,2.96,6271,1.85,4.59,0.42,0.609756097560976,0.609602166157074
119,8,2,low,low,live,show,live,show,0.42,0.404761904761905,-9.666666,17574,1,3.57,24906,1,3.97,0.12,0.404761904761905,0.531340105583838
119,8,3,low,top,live,movie,live,movie,0.42,0.404761904761905,-9.666666,17574,1,3.57,6271,1.85,4.59,0.42,0,0.531340105583838
119,8,4,top,low,animated,show,animated,show,0.42,0.609756097560976,-10.72767,61,2.6,2.96,24906,1,3.97,0.12,0,0.609602166157074
121,12,1,low,low,subconscious,mind,subconscious,mind,0.24,0.714285714285714,-9.706537,134,4.45,1.57,24715,1,2.5,0.1,0.714285714285714,0.872750587377414
121,12,2,low,top,subconscious,speech,subconscious,speech,0.24,0.714285714285714,-9.706537,134,4.45,1.57,1940,2.05,3.37,0.24,0,0.872750587377414
121,12,3,top,low,impassioned,mind,impassioned,mind,0.24,0.763636363636364,-14.91685,19,3.95,2.17,24715,1,2.5,0.1,0,0.581396696362863
121,12,4,top,top,impassioned,speech,impassioned,speech,0.24,0.763636363636364,-14.91685,19,3.95,2.17,1940,2.05,3.37,0.24,0.763636363636364,0.581396696362863
123,9,1,low,top,difficult,calls,difficult,call,0.22,0.264150943396226,-7.03361,3068,4.3,2.21,4097,1.1,4,0.18,0.188679245283019,0.443553805405423
123,9,2,top,low,phone,tasks,phone,task,0.22,0.893617021276596,-4.80802,13756,1.55,4.86,85,1.55,2.84,0.04,0,0.781964058012111
123,9,3,top,top,phone,calls,phone,call,0.22,0.893617021276596,-4.80802,13756,1.55,4.86,4097,1.1,4,0.18,0.893617021276596,0.781964058012111
123,9,4,low,low,difficult,tasks,difficult,task,0.22,0.264150943396226,-7.03361,3068,4.3,2.21,85,1.55,2.84,0.04,0.264150943396226,0.443553805405423
124,7,1,low,top,echoey,auditorium,echoey,auditorium,0.137931034482759,0.244897959183673,-11.41992,0,2.5,,80,3.75,4.7,0.137931034482759,0.204081632653061,0.334611785579951
124,7,2,top,low,packed,hall,pack,hall,0.137931034482759,0.326530612244898,-5.34271,904,1.35,3.83,2649,1,4.67,0.0862068965517242,0.102040816326531,0.180752110155522
124,7,3,top,top,packed,auditorium,pack,auditorium,0.137931034482759,0.326530612244898,-5.34271,904,1.35,3.83,80,3.75,4.7,0.137931034482759,0.326530612244898,0.180752110155522
124,7,4,low,low,echoey,hall,echoey,hall,0.137931034482759,0.244897959183673,-11.41992,0,2.5,,2649,1,4.67,0.0862068965517242,0.244897959183673,0.334611785579951
128,12,1,low,low,fictional,story,fictional,story,0.843137254901961,0.3,-13.93368,71,2.9,2.11,11260,1.6,3.3,0,0.3,1.13654310410102
128,12,2,low,top,fictional,class,fictional,class,0.843137254901961,0.3,-13.93368,71,2.9,2.11,5985,1.35,3.85,0.843137254901961,0.14,1.13654310410102
128,12,3,top,low,entire,story,entire,story,0.843137254901961,0.8125,-5.50764,4070,1.9,2.03,11260,1.6,3.3,0,0,0.084098384910037
128,12,4,top,top,entire,class,entire,class,0.843137254901961,0.8125,-5.50764,4070,1.9,2.03,5985,1.35,3.85,0.843137254901961,0.8125,0.084098384910037
135,13,1,low,low,special,occasion,special,occasion,0.413793103448276,0.45,-8.416717,7577,2.25,1.76,844,2.7,2.52,0.0172413793103448,0.45,0.831758823022036
135,13,2,low,top,special,party,special,party,0.413793103448276,0.45,-8.416717,7577,2.25,1.76,11890,1.3,3.89,0.413793103448276,0.025,0.831758823022036
135,13,3,top,low,bachelorette,occasion,bachelorette,occasion,0.413793103448276,1,-12.27869,82,5.35,3.9,844,2.7,2.52,0.0172413793103448,0,0.364556773962885
135,13,4,top,top,bachelorette,party,bachelorette,party,0.413793103448276,1,-12.27869,82,5.35,3.9,11890,1.3,3.89,0.413793103448276,1,0.364556773962885
136,5,1,low,top,family,dishes,family,dish,0.895833333333333,0.30952380952381,-7.32539,18067,2,4.23,605,1.7,4.9,0.895833333333333,0.261904761904762,0.786543616018338
136,5,2,top,low,dirty,car,dirty,car,0.895833333333333,0.931818181818182,-6.26892,3389,1.85,4.23,24636,1,4.89,0.0416666666666667,0,0.0412822087387263
136,5,3,top,top,dirty,dishes,dirty,dish,0.895833333333333,0.931818181818182,-6.26892,3389,1.85,4.23,605,1.7,4.9,0.895833333333333,0.931818181818182,0.0412822087387263
136,5,4,low,low,family,car,family,car,0.895833333333333,0.30952380952381,-7.32539,18067,2,4.23,24636,1,4.89,0.0416666666666667,0.30952380952381,0.786543616018338
137,13,1,low,top,striped,shoes,stripe,shoe,0.58,0.403846153846154,-9.71236,87,1.65,4.72,3782,1.5,4.97,0.58,0.173076923076923,0.497711939208681
137,13,2,top,low,clean,shirt,clean,shirt,0.58,0.744186046511628,-9.229245,6183,1.7,3.07,2365,1.55,4.94,0.1,0.0465116279069768,0.267658558013014
137,13,3,top,top,clean,shoes,clean,shoe,0.58,0.744186046511628,-9.229245,6183,1.7,3.07,3782,1.5,4.97,0.58,0.744186046511628,0.267658558013014
137,13,4,low,low,striped,shirt,striped,shirt,0.58,0.403846153846154,-9.71236,87,1.65,4.04,2365,1.55,4.94,0.1,0.403846153846154,0.497711939208681
139,14,1,low,low,important,call,important,call,0.2,0.534883720930233,-9.41392,10587,2.7,2.14,43931,1,4,0.08,0.534883720930233,0.631547040040581
139,14,2,low,top,important,bus,important,bus,0.2,0.534883720930233,-9.41392,10587,2.7,2.14,3783,1,4.9,0.1,0,0.631547040040581
139,14,3,top,low,school,call,school,call,0.2,0.894736842105263,-5.572308,16989,1.95,4.79,43931,1,4,0.08,0,1.14284601577109
139,14,4,top,top,school,bus,school,bus,0.2,0.894736842105263,-5.572308,16989,1.95,4.79,3783,1,4.9,0.1,0.894736842105263,1.14284601577109
141,9,1,top,low,right,glasses,right,glass,0.352941176470588,0.425531914893617,-5.267698,204428,1.15,3.47,1689,1.75,4.82,0.0392156862745098,0,0.221278843080247
141,9,2,top,top,right,arm,right,arm,0.352941176470588,0.425531914893617,-5.267698,204428,1.15,3.47,3336,1,4.96,0.352941176470588,0.425531914893617,0.221278843080247
141,9,3,low,low,stylish,glasses,stylish,glass,0.352941176470588,0.26530612244898,-13.66849,110,2.55,2.14,1689,1.75,4.82,0.0392156862745098,0.26530612244898,0.843189371618953
141,9,4,low,top,stylish,arm,stylish,arm,0.352941176470588,0.26530612244898,-13.66849,110,2.55,2.14,3336,1,4.96,0.352941176470588,0,0.843189371618953
142,12,1,top,low,single,cousin,single,cousin,0.28,0.537037037037037,-10.43459,3676,1.45,3.27,2491,1.95,3.7,0,0,0.664812417854184
142,12,2,top,top,single,mother,single,mother,0.28,0.537037037037037,-10.43459,3676,1.45,3.27,24476,1.65,4.6,0.28,0.537037037037037,0.664812417854184
142,12,3,low,low,distant,cousin,distant,cousin,0.28,0.384615384615385,-9.56577,439,2.4,2.75,2491,1.95,3.7,0,0.384615384615385,1.59309408774151
142,12,4,low,top,distant,mother,distant,mother,0.28,0.384615384615385,-9.56577,439,2.4,2.75,24476,1.65,4.6,0.28,0.0192307692307692,1.59309408774151
143,13,1,top,low,mangy,wine,mangy,wine,0.458333333333333,0.706896551724138,-13.44295,81,1.5,3.24,3078,1,4.79,0.354166666666667,0,0.453304697587239
143,13,2,top,top,mangy,dog,mangy,dog,0.458333333333333,0.706896551724138,-13.44295,81,1.5,3.24,9835,1,4.85,0.458333333333333,0.706896551724138,0.453304697587239
143,13,3,low,low,expensive,wine,expensive,wine,0.458333333333333,0.733333333333333,-7.60326,1425,2.45,3.13,3078,1,4.79,0.354166666666667,0.733333333333333,0.450398332860248
143,13,4,low,top,expensive,dog,expensive,dog,0.458333333333333,0.733333333333333,-7.60326,1425,2.45,3.13,9835,1,4.85,0.458333333333333,0.0444444444444444,0.450398332860248
144,11,1,top,top,front,yard,front,yard,0.229166666666667,0.792452830188679,-3.783004,9259,1.8,3.77,1278,1.4,4.82,0.229166666666667,0.792452830188679,0.694441677527606
144,11,2,low,low,nearby,park,nearby,park,0.229166666666667,0.584158415841584,-6.47431,425,1.95,2.86,3678,1,4.74,0.229166666666667,0.584158415841584,0.548292598240647
144,11,3,low,top,nearby,yard,nearby,yard,0.229166666666667,0.584158415841584,-6.47431,425,1.95,2.86,1278,1.4,4.82,0.229166666666667,0.0198019801980198,0.548292598240647
144,11,4,top,low,front,park,front,park,0.229166666666667,0.792452830188679,-3.783004,9259,1.8,3.77,3678,1,4.74,0.229166666666667,0,0.694441677527606
151,4,1,top,top,federal,bank,federal,bank,0.764705882352941,0.847826086956522,-7.71988,1173,2.5,2.41,4334,1,4.78,0.764705882352941,0.847826086956522,0.218494584226899
151,4,2,low,low,antique,store,antique,store,0.764705882352941,0.695652173913044,-8.92115,309,2.85,3.75,4178,1.1,4.5,0.176470588235294,0.695652173913044,1.1856079567894
151,4,3,low,top,antique,bank,antique,bank,0.764705882352941,0.695652173913044,-8.92115,309,2.85,3.75,4334,1,4.78,0.764705882352941,0.0217391304347826,1.1856079567894
151,4,4,top,low,federal,store,federal,store,0.764705882352941,0.847826086956522,-7.71988,1173,2.5,2.41,4178,1.1,4.5,0.176470588235294,0,0.218494584226899
152,15,1,low,top,dining,table,dining,table,0.854166666666667,0.5,-3.52135,598,1.45,3.75,5387,1.5,4.9,0.854166666666667,0.395833333333333,0.523960776773706
152,15,2,top,low,dinner,room,dinner,room,0.854166666666667,0.877551020408163,-9.30881,10336,1.6,4.5,22415,1.1,4.79,0.104166666666667,0.0612244897959184,0.0390816548141504
152,15,3,top,top,dinner,table,dinner,table,0.854166666666667,0.877551020408163,-9.30881,10336,1.6,4.5,5387,1.5,4.9,0.854166666666667,0.877551020408163,0.0390816548141504
152,15,4,low,low,dining,room,dining,room,0.854166666666667,0.5,-3.52135,598,1.45,3.75,22415,1.1,4.79,0.104166666666667,0.5,0.523960776773706
160,10,1,top,top,cedar,tree,cedar,tree,0.741379310344828,0.927272727272727,-10.62779,127,1.9,4.83,3315,1.2,5,0.741379310344828,0.927272727272727,0.0977891763791982
160,10,2,low,low,living,creature,living,creature,0.741379310344828,0.333333333333333,-6.98117,7983,1.65,3.04,1092,2.45,4.07,0,0.333333333333333,0.989547380923969
160,10,3,low,top,living,tree,living,tree,0.741379310344828,0.333333333333333,-6.98117,7983,1.65,3.04,3315,1.2,5,0.741379310344828,0.333333333333333,0.989547380923969
160,10,4,top,low,cedar,creature,cedar,creature,0.741379310344828,0.927272727272727,-10.62779,127,1.9,4.83,1092,2.45,4.07,0,0,0.0977891763791982
164,9,1,top,low,concrete,door,concrete,door,0.375,0.924528301886792,-7.40284,379,2.9,4.59,14895,1.35,4.81,0.145833333333333,0,0.488683511272253
164,9,2,top,top,concrete,wall,concrete,wall,0.375,0.924528301886792,-7.40284,379,2.9,4.59,3605,1,4.86,0.375,0.924528301886792,0.488683511272253
